                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.5077,                 1.3087,                 1.4188,                 0.6303,                0.42165,                0.44906,                0.28475,                 1.4575,                 1.2693,                 1.4919,               0.009538,               0.009538,               0.009538
                     16,                 1.5015,                 1.2935,                 1.4107,                0.65521,                0.42272,                0.45889,                0.29093,                 1.4771,                 1.2638,                 1.5057,               0.009505,               0.009505,               0.009505
                     17,                 1.4836,                 1.2663,                 1.4007,                0.61665,                0.39214,                0.43971,                0.27999,                 1.4773,                 1.2711,                 1.5055,               0.009472,               0.009472,               0.009472
                     18,                 1.4804,                 1.2561,                 1.3999,                0.68136,                0.43994,                0.47056,                 0.2981,                 1.4833,                 1.2217,                 1.4968,               0.009439,               0.009439,               0.009439
                     19,                 1.4724,                 1.2363,                   1.39,                 0.6741,                0.46618,                0.50076,                0.32504,                 1.4191,                 1.1967,                 1.4619,               0.009406,               0.009406,               0.009406
                     20,                 1.4552,                 1.2183,                 1.3849,                0.67537,                0.42428,                0.47703,                0.32329,                 1.4293,                 1.1838,                 1.4713,               0.009373,               0.009373,               0.009373
                     21,                  1.446,                 1.1959,                 1.3725,                0.60851,                0.46567,                 0.5074,                0.32109,                 1.4378,                 1.1683,                 1.4664,                0.00934,                0.00934,                0.00934
                     22,                 1.4475,                  1.188,                 1.3742,                0.72284,                0.45371,                0.53777,                0.35336,                 1.3983,                 1.1582,                 1.4381,               0.009307,               0.009307,               0.009307
                     23,                 1.4314,                  1.168,                 1.3594,                0.67057,                0.49654,                0.52992,                0.35306,                 1.4063,                 1.1283,                 1.4401,               0.009274,               0.009274,               0.009274
                     24,                 1.4245,                 1.1523,                 1.3527,                0.68691,                0.49483,                0.54668,                0.35717,                 1.3807,                 1.1163,                 1.4176,               0.009241,               0.009241,               0.009241
                     25,                  1.419,                 1.1492,                   1.35,                0.65464,                0.50444,                0.55206,                0.36626,                 1.3745,                 1.1021,                 1.4185,               0.009208,               0.009208,               0.009208
                     26,                 1.4171,                 1.1409,                 1.3476,                0.62047,                0.51362,                0.56358,                0.37277,                 1.3538,                 1.0782,                 1.4011,               0.009175,               0.009175,               0.009175
                     27,                 1.4091,                 1.1242,                 1.3438,                0.65866,                0.47899,                0.56335,                0.37679,                 1.3428,                  1.065,                 1.3982,               0.009142,               0.009142,               0.009142
                     28,                 1.4034,                 1.1152,                 1.3425,                 0.6839,                0.52831,                0.56733,                0.37539,                 1.3488,                 1.0509,                 1.3954,               0.009109,               0.009109,               0.009109
                     29,                 1.4001,                 1.1029,                 1.3349,                0.68956,                0.58178,                0.60705,                0.42093,                 1.3294,                 1.0352,                 1.3861,               0.009076,               0.009076,               0.009076
                     30,                 1.3929,                 1.0886,                 1.3299,                0.75094,                0.55125,                0.59881,                0.40981,                 1.3375,                 1.0328,                 1.3857,               0.009043,               0.009043,               0.009043
                     31,                 1.3849,                 1.0837,                 1.3251,                 0.7442,                0.55963,                0.61368,                0.42041,                 1.3365,                 1.0215,                 1.3795,                0.00901,                0.00901,                0.00901
                     32,                 1.3817,                 1.0778,                 1.3247,                0.78506,                0.55624,                0.62806,                0.44072,                 1.3116,                 1.0089,                 1.3624,               0.008977,               0.008977,               0.008977
                     33,                 1.3766,                 1.0636,                 1.3154,                0.74969,                0.55622,                0.62087,                0.42934,                 1.3165,                 1.0087,                  1.364,               0.008944,               0.008944,               0.008944
                     34,                 1.3659,                 1.0545,                 1.3092,                0.74517,                0.55809,                0.62393,                0.43099,                 1.3018,                0.99204,                 1.3586,               0.008911,               0.008911,               0.008911
                     35,                 1.3665,                 1.0391,                 1.3089,                0.72369,                0.55691,                0.63156,                0.44399,                 1.2986,                0.98508,                 1.3566,               0.008878,               0.008878,               0.008878
                     36,                 1.3635,                 1.0439,                 1.3087,                0.79192,                0.56788,                0.63615,                  0.448,                 1.2958,                0.97822,                 1.3552,               0.008845,               0.008845,               0.008845
                     37,                 1.3524,                  1.032,                  1.299,                0.78422,                0.55255,                0.63692,                0.45042,                 1.2897,                0.96268,                 1.3484,               0.008812,               0.008812,               0.008812
                     38,                 1.3539,                 1.0238,                 1.2971,                0.74074,                0.58204,                 0.6339,                0.44601,                 1.2882,                0.96065,                 1.3475,               0.008779,               0.008779,               0.008779
                     39,                 1.3473,                 1.0083,                 1.2902,                0.70043,                0.58135,                 0.6365,                0.44613,                 1.2769,                0.94548,                 1.3362,               0.008746,               0.008746,               0.008746
                     40,                 1.3417,                 1.0123,                 1.2942,                0.72552,                0.57595,                 0.6433,                0.45408,                 1.2681,                0.93565,                 1.3293,               0.008713,               0.008713,               0.008713
                     41,                 1.3513,                 1.0066,                 1.2937,                0.74878,                0.57245,                0.63998,                 0.4534,                  1.265,                0.92269,                 1.3297,                0.00868,                0.00868,                0.00868
                     42,                 1.3374,                0.99603,                  1.284,                0.71747,                0.56977,                0.63672,                0.45204,                 1.2629,                0.92297,                 1.3248,               0.008647,               0.008647,               0.008647
                     43,                 1.3387,                0.99564,                 1.2831,                0.77199,                0.58371,                0.65474,                0.45517,                 1.2588,                0.91391,                 1.3227,               0.008614,               0.008614,               0.008614
                     44,                  1.329,                0.98749,                 1.2848,                0.73453,                0.59067,                0.65181,                 0.4579,                 1.2571,                0.91123,                  1.324,               0.008581,               0.008581,               0.008581
                     45,                  1.335,                0.98682,                 1.2807,                0.78452,                0.57654,                 0.6519,                 0.4593,                 1.2589,                0.90777,                 1.3248,               0.008548,               0.008548,               0.008548
                     46,                 1.3268,                 0.9786,                  1.276,                0.72163,                0.60059,                 0.6567,                0.46006,                 1.2545,                0.90048,                 1.3188,               0.008515,               0.008515,               0.008515
                     47,                 1.3219,                0.97388,                 1.2724,                0.77416,                 0.5859,                0.65942,                0.46652,                 1.2546,                0.89147,                 1.3167,               0.008482,               0.008482,               0.008482
                     48,                 1.3107,                 0.9608,                 1.2686,                0.74927,                0.61041,                0.66926,                  0.472,                 1.2485,                 0.8816,                 1.3126,               0.008449,               0.008449,               0.008449
                     49,                 1.3129,                0.95753,                 1.2602,                0.77277,                0.60236,                0.67238,                 0.4737,                  1.245,                0.87347,                 1.3082,               0.008416,               0.008416,               0.008416
                     50,                 1.3173,                0.95626,                 1.2692,                 0.7969,                0.59352,                0.67561,                0.47632,                 1.2431,                 0.8681,                 1.3063,               0.008383,               0.008383,               0.008383
                     51,                 1.3094,                0.95216,                 1.2593,                 0.7972,                0.59347,                0.67845,                0.47761,                 1.2425,                0.86599,                 1.3037,                0.00835,                0.00835,                0.00835
                     52,                 1.3055,                0.94561,                 1.2599,                0.81235,                  0.591,                0.67922,                0.47949,                 1.2406,                0.85979,                 1.3013,               0.008317,               0.008317,               0.008317
                     53,                 1.3003,                0.94188,                 1.2578,                 0.8063,                0.60195,                0.68226,                0.48296,                  1.237,                0.85509,                 1.2994,               0.008284,               0.008284,               0.008284
                     54,                 1.2995,                0.93793,                 1.2494,                0.76814,                0.61008,                0.68511,                0.48829,                 1.2299,                 0.8519,                 1.2929,               0.008251,               0.008251,               0.008251
                     55,                  1.307,                0.94306,                 1.2565,                0.75782,                0.61379,                0.68936,                0.48939,                 1.2291,                0.84766,                 1.2927,               0.008218,               0.008218,               0.008218
                     56,                 1.2941,                0.92809,                 1.2467,                0.79946,                0.59387,                 0.6951,                 0.4917,                 1.2284,                0.84604,                   1.29,               0.008185,               0.008185,               0.008185
                     57,                 1.2961,                0.92669,                 1.2489,                0.79216,                0.60157,                0.69719,                0.49625,                 1.2264,                0.84441,                 1.2874,               0.008152,               0.008152,               0.008152
                     58,                 1.2872,                0.91762,                 1.2398,                0.78633,                0.61918,                0.69882,                0.49882,                 1.2263,                0.84102,                 1.2864,               0.008119,               0.008119,               0.008119
                     59,                 1.2769,                0.91642,                 1.2404,                0.76602,                0.61645,                 0.7067,                0.50617,                 1.2236,                0.83541,                 1.2852,               0.008086,               0.008086,               0.008086
                     60,                 1.2855,                0.90486,                 1.2381,                0.78193,                0.62488,                  0.713,                0.50679,                 1.2204,                0.83341,                  1.282,               0.008053,               0.008053,               0.008053
                     61,                 1.2821,                0.90983,                 1.2379,                0.79599,                 0.6354,                0.71884,                0.51131,                  1.218,                0.82965,                 1.2804,                0.00802,                0.00802,                0.00802
                     62,                 1.2761,                0.90525,                 1.2364,                0.79988,                0.63148,                0.72843,                0.51575,                 1.2164,                0.82558,                  1.279,               0.007987,               0.007987,               0.007987
                     63,                 1.2764,                0.90353,                 1.2391,                0.75549,                0.65847,                0.73114,                0.51863,                 1.2143,                0.82244,                 1.2776,               0.007954,               0.007954,               0.007954
                     64,                 1.2742,                0.89913,                 1.2285,                0.75955,                0.67003,                0.73484,                0.52305,                  1.212,                 0.8203,                 1.2757,               0.007921,               0.007921,               0.007921
                     65,                 1.2745,                0.89526,                 1.2295,                0.77794,                 0.6621,                0.73798,                0.52517,                 1.2093,                0.81792,                 1.2731,               0.007888,               0.007888,               0.007888
                     66,                 1.2696,                0.90107,                 1.2272,                0.77796,                0.65655,                0.74021,                0.52709,                 1.2072,                0.81563,                 1.2709,               0.007855,               0.007855,               0.007855
                     67,                 1.2656,                0.89125,                 1.2225,                0.77624,                0.65723,                0.74133,                0.52862,                 1.2065,                0.81373,                 1.2697,               0.007822,               0.007822,               0.007822
                     68,                 1.2641,                0.89302,                 1.2209,                0.78094,                0.64922,                0.74292,                0.52847,                 1.2058,                0.81198,                 1.2687,               0.007789,               0.007789,               0.007789
                     69,                 1.2711,                0.89373,                 1.2218,                0.78764,                0.65382,                0.74371,                0.52932,                 1.2046,                0.81076,                 1.2675,               0.007756,               0.007756,               0.007756
                     70,                 1.2695,                0.88451,                 1.2204,                0.78132,                0.66316,                0.74611,                0.52977,                 1.2038,                0.80965,                 1.2655,               0.007723,               0.007723,               0.007723
                     71,                 1.2644,                0.88522,                 1.2148,                 0.7837,                0.66262,                0.74822,                0.53014,                 1.2023,                0.80693,                  1.264,                0.00769,                0.00769,                0.00769
                     72,                 1.2608,                0.87233,                 1.2142,                0.82117,                0.65266,                 0.7508,                 0.5313,                  1.201,                0.80469,                 1.2625,               0.007657,               0.007657,               0.007657
                     73,                 1.2497,                0.87201,                 1.2082,                0.82268,                0.65523,                0.75167,                0.53206,                 1.2003,                0.80271,                 1.2612,               0.007624,               0.007624,               0.007624
                     74,                   1.26,                0.87907,                 1.2126,                0.82777,                0.66223,                0.75142,                0.53472,                 1.1993,                0.79999,                 1.2599,               0.007591,               0.007591,               0.007591
                     75,                 1.2544,                0.87561,                 1.2103,                0.80168,                 0.6738,                0.75138,                0.53558,                 1.1988,                0.79812,                 1.2592,               0.007558,               0.007558,               0.007558
                     76,                 1.2528,                0.86186,                 1.1974,                0.79866,                0.67665,                0.75249,                0.53581,                 1.1971,                0.79613,                 1.2576,               0.007525,               0.007525,               0.007525
                     77,                   1.25,                 0.8649,                 1.1992,                0.81487,                0.66302,                0.75302,                 0.5372,                 1.1967,                0.79491,                 1.2571,               0.007492,               0.007492,               0.007492
                     78,                 1.2441,                0.86108,                 1.1956,                0.82587,                 0.6673,                0.75463,                0.53763,                  1.196,                0.79272,                  1.256,               0.007459,               0.007459,               0.007459
                     79,                 1.2439,                 0.8571,                 1.1955,                  0.829,                0.66738,                0.75546,                0.53778,                 1.1948,                 0.7909,                 1.2547,               0.007426,               0.007426,               0.007426
                     80,                 1.2468,                0.85923,                 1.1971,                0.82837,                0.66908,                0.75683,                0.53897,                 1.1947,                0.78913,                 1.2539,               0.007393,               0.007393,               0.007393
                     81,                 1.2358,                0.85241,                 1.1909,                0.83751,                0.66184,                 0.7577,                0.54063,                  1.194,                0.78779,                  1.253,                0.00736,                0.00736,                0.00736
                     82,                 1.2435,                0.84944,                  1.191,                0.84577,                0.66018,                0.75863,                0.54216,                 1.1929,                0.78577,                 1.2515,               0.007327,               0.007327,               0.007327
                     83,                 1.2436,                0.85713,                  1.193,                0.84912,                0.66223,                0.75942,                0.54269,                 1.1921,                0.78385,                 1.2508,               0.007294,               0.007294,               0.007294
                     84,                 1.2392,                0.85198,                 1.1931,                 0.8496,                0.66192,                0.76026,                 0.5437,                 1.1915,                 0.7824,                   1.25,               0.007261,               0.007261,               0.007261
                     85,                 1.2361,                 0.8518,                 1.1902,                0.85247,                0.66059,                0.76078,                0.54419,                 1.1905,                0.78134,                 1.2491,               0.007228,               0.007228,               0.007228
                     86,                 1.2313,                 0.8444,                 1.1874,                0.85412,                 0.6629,                0.76214,                0.54473,                 1.1888,                0.77967,                 1.2477,               0.007195,               0.007195,               0.007195
                     87,                 1.2316,                0.84027,                 1.1861,                0.85682,                 0.6617,                0.76261,                0.54587,                 1.1881,                0.77844,                 1.2467,               0.007162,               0.007162,               0.007162
                     88,                 1.2243,                0.83898,                 1.1811,                0.86128,                0.66757,                0.76365,                0.54771,                 1.1871,                0.77711,                 1.2455,               0.007129,               0.007129,               0.007129
                     89,                 1.2234,                0.83394,                 1.1808,                0.85176,                0.66872,                 0.7637,                0.54865,                 1.1864,                0.77551,                 1.2444,               0.007096,               0.007096,               0.007096
                     90,                 1.2266,                0.83511,                  1.179,                0.85528,                0.66841,                0.76434,                0.54932,                 1.1852,                0.77359,                 1.2432,               0.007063,               0.007063,               0.007063
                     91,                 1.2292,                0.82722,                 1.1798,                0.85342,                0.66602,                0.76502,                0.54983,                 1.1844,                0.77182,                 1.2423,                0.00703,                0.00703,                0.00703
                     92,                 1.2253,                0.82812,                 1.1764,                0.85043,                0.67138,                 0.7658,                0.54976,                 1.1835,                0.77044,                 1.2416,               0.006997,               0.006997,               0.006997
                     93,                 1.2205,                0.82233,                 1.1766,                0.84436,                0.67103,                0.76667,                0.55087,                 1.1827,                0.76908,                 1.2405,               0.006964,               0.006964,               0.006964
                     94,                 1.2204,                0.82161,                 1.1772,                0.84809,                0.67008,                0.76809,                0.55212,                 1.1817,                0.76774,                 1.2395,               0.006931,               0.006931,               0.006931
                     95,                 1.2189,                0.82421,                 1.1727,                0.84404,                 0.6716,                0.76889,                0.55237,                 1.1805,                0.76656,                 1.2383,               0.006898,               0.006898,               0.006898
                     96,                 1.2079,                0.80956,                 1.1646,                0.85028,                0.66972,                0.76945,                0.55203,                 1.1794,                0.76437,                 1.2371,               0.006865,               0.006865,               0.006865
                     97,                 1.2053,                 0.8106,                 1.1642,                0.85114,                 0.6712,                0.77014,                0.55262,                 1.1783,                0.76258,                 1.2362,               0.006832,               0.006832,               0.006832
                     98,                 1.2132,                0.81613,                 1.1697,                0.84928,                0.67261,                0.77062,                0.55305,                 1.1775,                0.76117,                 1.2352,               0.006799,               0.006799,               0.006799
                     99,                 1.2152,                0.81848,                 1.1683,                0.84643,                0.67245,                0.77106,                0.55265,                 1.1764,                0.76029,                 1.2342,               0.006766,               0.006766,               0.006766
                    100,                 1.2028,                0.80917,                 1.1604,                 0.8417,                0.67455,                0.77168,                0.55181,                 1.1756,                0.75874,                 1.2329,               0.006733,               0.006733,               0.006733
                    101,                 1.2066,                 0.8135,                 1.1643,                0.80842,                0.69729,                 0.7723,                0.55259,                 1.1748,                0.75732,                 1.2319,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.1983,                0.80357,                 1.1612,                0.80929,                0.69863,                0.77309,                0.55262,                  1.174,                0.75627,                 1.2307,               0.006667,               0.006667,               0.006667
                    103,                 1.2001,                0.80336,                 1.1616,                 0.8584,                0.66885,                0.77397,                0.55089,                 1.1734,                0.75477,                 1.2298,               0.006634,               0.006634,               0.006634
                    104,                 1.1984,                0.80074,                 1.1563,                0.84685,                0.67413,                0.77473,                0.55248,                  1.172,                 0.7529,                 1.2284,               0.006601,               0.006601,               0.006601
                    105,                 1.1967,                0.79854,                 1.1548,                0.84616,                0.67468,                0.77539,                 0.5514,                 1.1713,                0.75154,                 1.2273,               0.006568,               0.006568,               0.006568
                    106,                 1.2009,                0.79908,                  1.158,                 0.8341,                0.66742,                0.77051,                0.54844,                  1.171,                0.75022,                 1.2264,               0.006535,               0.006535,               0.006535
                    107,                 1.1932,                0.79418,                 1.1527,                0.83283,                0.66898,                0.77117,                0.54994,                 1.1703,                0.74849,                 1.2255,               0.006502,               0.006502,               0.006502
                    108,                 1.1889,                0.79061,                 1.1538,                0.83718,                0.66797,                0.77267,                0.55082,                  1.169,                0.74648,                 1.2244,               0.006469,               0.006469,               0.006469
                    109,                 1.1912,                0.78765,                 1.1501,                0.83949,                 0.6706,                0.77349,                0.55124,                 1.1681,                 0.7447,                 1.2235,               0.006436,               0.006436,               0.006436
                    110,                  1.189,                0.79098,                   1.15,                0.84112,                0.67075,                0.77481,                0.55248,                 1.1668,                 0.7429,                 1.2223,               0.006403,               0.006403,               0.006403
                    111,                 1.1877,                0.79194,                 1.1518,                0.84789,                0.66983,                0.77802,                0.55529,                 1.1661,                0.74132,                 1.2215,                0.00637,                0.00637,                0.00637
                    112,                 1.1898,                0.78211,                 1.1475,                0.84641,                0.67192,                0.77892,                0.55697,                 1.1648,                0.73962,                 1.2205,               0.006337,               0.006337,               0.006337
                    113,                 1.1797,                0.77824,                 1.1444,                 0.8468,                0.67166,                0.77994,                0.55674,                 1.1642,                0.73823,                 1.2195,               0.006304,               0.006304,               0.006304
                    114,                 1.1854,                0.77761,                 1.1418,                0.84821,                 0.6712,                0.78104,                0.55729,                 1.1637,                 0.7369,                 1.2184,               0.006271,               0.006271,               0.006271
                    115,                 1.1833,                0.77831,                 1.1464,                0.84909,                0.66984,                0.78221,                0.55841,                 1.1629,                0.73557,                 1.2174,               0.006238,               0.006238,               0.006238
                    116,                 1.1811,                0.77864,                 1.1451,                0.84784,                0.66883,                0.78361,                0.55991,                 1.1616,                0.73389,                 1.2162,               0.006205,               0.006205,               0.006205
                    117,                 1.1759,                0.77188,                 1.1431,                0.84688,                0.67052,                0.78454,                0.55971,                 1.1605,                0.73258,                 1.2148,               0.006172,               0.006172,               0.006172
                    118,                 1.1772,                0.77042,                 1.1395,                0.83691,                0.68714,                0.78542,                 0.5607,                 1.1591,                0.73126,                 1.2134,               0.006139,               0.006139,               0.006139
                    119,                 1.1797,                0.77594,                 1.1437,                0.83665,                0.68885,                0.78642,                0.56143,                 1.1582,                0.72938,                 1.2126,               0.006106,               0.006106,               0.006106
                    120,                 1.1819,                0.77592,                 1.1398,                0.83155,                0.69331,                0.78742,                 0.5633,                 1.1569,                0.72775,                 1.2113,               0.006073,               0.006073,               0.006073
                    121,                 1.1676,                0.76508,                 1.1359,                0.83176,                0.69348,                0.78782,                0.56651,                 1.1561,                0.72575,                 1.2102,                0.00604,                0.00604,                0.00604
                    122,                 1.1678,                0.76912,                 1.1335,                0.78851,                0.72248,                0.78885,                0.56611,                 1.1552,                 0.7244,                  1.209,               0.006007,               0.006007,               0.006007
                    123,                 1.1684,                 0.7668,                 1.1352,                0.77758,                0.73997,                0.78943,                0.56582,                 1.1541,                0.72279,                 1.2079,               0.005974,               0.005974,               0.005974
                    124,                 1.1677,                0.76459,                 1.1373,                0.80692,                0.70539,                  0.789,                0.56503,                 1.1535,                0.72143,                 1.2071,               0.005941,               0.005941,               0.005941
                    125,                 1.1733,                0.76408,                 1.1343,                0.78476,                0.73187,                0.78983,                0.56399,                 1.1524,                0.72002,                 1.2059,               0.005908,               0.005908,               0.005908
                    126,                 1.1684,                0.76477,                 1.1308,                0.80615,                0.71733,                0.79048,                0.56616,                 1.1518,                 0.7189,                 1.2049,               0.005875,               0.005875,               0.005875
                    127,                 1.1623,                0.75726,                 1.1297,                0.80699,                0.71644,                0.79127,                0.56512,                 1.1502,                0.71727,                 1.2036,               0.005842,               0.005842,               0.005842
                    128,                  1.165,                0.75822,                   1.13,                0.79166,                0.73038,                0.79182,                0.56585,                 1.1493,                0.71544,                 1.2026,               0.005809,               0.005809,               0.005809
                    129,                 1.1623,                0.75589,                 1.1281,                0.79514,                0.72999,                0.79285,                0.56678,                 1.1484,                0.71395,                 1.2016,               0.005776,               0.005776,               0.005776
                    130,                 1.1604,                0.74929,                 1.1261,                0.80533,                0.73169,                0.79351,                0.56877,                 1.1474,                0.71226,                 1.2007,               0.005743,               0.005743,               0.005743
                    131,                 1.1562,                0.75306,                 1.1261,                0.80149,                0.72946,                0.79309,                0.56878,                 1.1469,                0.71087,                 1.1997,                0.00571,                0.00571,                0.00571
                    132,                  1.154,                0.74983,                 1.1249,                0.79996,                 0.7316,                0.79436,                0.56987,                 1.1464,                0.70959,                 1.1986,               0.005677,               0.005677,               0.005677
                    133,                 1.1561,                0.74522,                 1.1202,                0.80808,                0.73754,                0.79738,                0.57335,                 1.1455,                0.70874,                 1.1978,               0.005644,               0.005644,               0.005644
                    134,                 1.1547,                0.74707,                 1.1228,                0.80774,                0.74186,                 0.8002,                0.57534,                 1.1442,                0.70774,                 1.1967,               0.005611,               0.005611,               0.005611
                    135,                 1.1481,                0.74067,                 1.1144,                0.80892,                0.74293,                0.80091,                0.57618,                 1.1432,                0.70697,                 1.1955,               0.005578,               0.005578,               0.005578
                    136,                 1.1482,                0.74214,                 1.1193,                0.80952,                0.74342,                0.80172,                0.57691,                  1.142,                0.70537,                 1.1945,               0.005545,               0.005545,               0.005545
                    137,                 1.1466,                0.73995,                 1.1154,                0.80701,                0.74357,                0.80265,                0.57683,                 1.1415,                 0.7039,                 1.1937,               0.005512,               0.005512,               0.005512
                    138,                 1.1493,                0.73546,                 1.1175,                0.80282,                0.74398,                0.80301,                0.57524,                   1.14,                0.70285,                 1.1923,               0.005479,               0.005479,               0.005479
                    139,                 1.1433,                0.73182,                 1.1101,                0.80456,                0.74642,                 0.8039,                0.57708,                 1.1391,                0.70173,                 1.1913,               0.005446,               0.005446,               0.005446
                    140,                 1.1467,                0.74124,                 1.1131,                0.80364,                0.74925,                0.80387,                0.57793,                 1.1382,                0.70055,                   1.19,               0.005413,               0.005413,               0.005413
                    141,                 1.1458,                 0.7428,                 1.1208,                0.80894,                0.75581,                0.80472,                0.57836,                 1.1372,                0.69917,                 1.1891,                0.00538,                0.00538,                0.00538
                    142,                 1.1409,                 0.7332,                  1.114,                0.80672,                0.75791,                0.80571,                0.57841,                 1.1364,                0.69842,                 1.1881,               0.005347,               0.005347,               0.005347
                    143,                 1.1373,                0.72773,                  1.107,                0.80787,                0.76106,                0.80642,                0.58034,                 1.1352,                0.69699,                 1.1872,               0.005314,               0.005314,               0.005314
                    144,                 1.1394,                0.73249,                 1.1124,                0.80789,                0.75867,                0.80727,                0.57903,                 1.1338,                0.69617,                 1.1863,               0.005281,               0.005281,               0.005281
                    145,                 1.1345,                0.73067,                 1.1118,                0.80832,                0.76133,                0.80799,                0.58054,                 1.1326,                0.69464,                 1.1852,               0.005248,               0.005248,               0.005248
                    146,                 1.1343,                0.72575,                 1.1102,                0.80835,                0.76802,                0.80915,                0.58077,                 1.1324,                0.69334,                 1.1844,               0.005215,               0.005215,               0.005215
                    147,                 1.1418,                0.72873,                 1.1111,                0.80106,                0.77086,                0.80914,                0.58209,                 1.1317,                0.69181,                 1.1836,               0.005182,               0.005182,               0.005182
                    148,                 1.1297,                0.72635,                 1.1087,                0.80542,                0.76933,                0.80989,                0.58332,                 1.1307,                0.69053,                 1.1824,               0.005149,               0.005149,               0.005149
                    149,                 1.1352,                0.72675,                 1.1095,                 0.8063,                 0.7692,                0.81023,                0.58312,                 1.1299,                0.68919,                 1.1813,               0.005116,               0.005116,               0.005116
                    150,                 1.1312,                 0.7218,                 1.1038,                0.80602,                0.76933,                 0.8111,                0.58332,                 1.1288,                0.68771,                 1.1803,               0.005083,               0.005083,               0.005083
                    151,                 1.1359,                0.72376,                 1.1049,                0.80493,                0.76961,                0.81195,                0.58582,                  1.128,                0.68675,                 1.1791,                0.00505,                0.00505,                0.00505
                    152,                 1.1325,                0.71548,                 1.1029,                0.79928,                0.77601,                0.81228,                0.58813,                 1.1273,                0.68494,                 1.1782,               0.005017,               0.005017,               0.005017
                    153,                 1.1232,                 0.7162,                 1.0964,                0.81576,                0.76416,                0.81321,                0.58659,                 1.1266,                0.68402,                  1.177,               0.004984,               0.004984,               0.004984
                    154,                 1.1248,                0.71498,                 1.1033,                0.82027,                 0.7439,                0.81211,                0.58698,                 1.1253,                0.68238,                 1.1763,               0.004951,               0.004951,               0.004951
                    155,                 1.1269,                0.71953,                  1.102,                0.86817,                0.71359,                0.81278,                  0.588,                 1.1251,                0.68149,                 1.1756,               0.004918,               0.004918,               0.004918
                    156,                  1.117,                0.70931,                 1.1009,                0.86472,                0.71753,                0.81369,                0.58887,                 1.1239,                0.67992,                 1.1744,               0.004885,               0.004885,               0.004885
                    157,                 1.1276,                0.71698,                 1.0998,                0.83007,                0.74215,                0.81463,                0.58859,                 1.1233,                0.67852,                 1.1737,               0.004852,               0.004852,               0.004852
