                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.4532,                  1.207,                 1.3753,                0.54158,                0.38999,                 0.4164,                0.25999,                 1.5356,                 1.3372,                 1.5555,               0.009373,               0.009373,               0.009373
                     21,                 1.4601,                 1.2001,                 1.3799,                 0.6082,                0.40656,                0.42968,                0.26236,                  1.536,                 1.3068,                 1.5569,                0.00934,                0.00934,                0.00934
                     22,                 1.4449,                 1.1802,                 1.3621,                0.53448,                0.44604,                0.45112,                 0.2823,                 1.5277,                 1.2771,                  1.535,               0.009307,               0.009307,               0.009307
                     23,                 1.4354,                 1.1642,                 1.3591,                0.61044,                0.38635,                0.42826,                0.26681,                 1.5313,                 1.2829,                 1.5368,               0.009274,               0.009274,               0.009274
                     24,                 1.4382,                 1.1605,                 1.3596,                0.64182,                0.41818,                0.44733,                0.27463,                 1.5355,                 1.2721,                 1.5296,               0.009241,               0.009241,               0.009241
                     25,                 1.4306,                 1.1447,                 1.3499,                0.66507,                0.42429,                0.47141,                0.30268,                 1.5011,                  1.251,                   1.52,               0.009208,               0.009208,               0.009208
                     26,                 1.4179,                 1.1349,                 1.3414,                 0.5064,                 0.4714,                 0.4506,                0.29985,                  1.499,                 1.2571,                 1.5057,               0.009175,               0.009175,               0.009175
                     27,                 1.4182,                 1.1173,                 1.3351,                 0.6234,                0.44397,                0.46936,                0.30655,                 1.4972,                 1.2598,                 1.5162,               0.009142,               0.009142,               0.009142
                     28,                 1.4097,                 1.0982,                 1.3374,                0.59582,                0.44432,                0.46401,                0.30077,                 1.4952,                 1.2471,                 1.5009,               0.009109,               0.009109,               0.009109
                     29,                 1.3971,                 1.1034,                 1.3319,                0.66293,                0.42248,                0.47191,                0.30968,                 1.5134,                 1.2639,                 1.5126,               0.009076,               0.009076,               0.009076
                     30,                  1.402,                 1.0958,                 1.3258,                0.66874,                0.44583,                0.46542,                 0.3001,                 1.4881,                 1.2375,                 1.4888,               0.009043,               0.009043,               0.009043
                     31,                 1.3911,                  1.084,                 1.3198,                0.67844,                0.43325,                0.47527,                0.31398,                 1.4947,                 1.2404,                 1.5042,                0.00901,                0.00901,                0.00901
                     32,                 1.3872,                 1.0747,                  1.317,                0.64952,                0.43017,                0.47435,                0.31492,                 1.4836,                 1.2453,                 1.4937,               0.008977,               0.008977,               0.008977
                     33,                  1.385,                  1.068,                 1.3206,                0.69868,                0.44403,                0.49273,                0.33557,                 1.4771,                 1.2341,                 1.4898,               0.008944,               0.008944,               0.008944
                     34,                 1.3693,                 1.0448,                 1.3098,                0.58996,                0.43277,                0.46955,                0.31703,                 1.4676,                 1.2221,                 1.4741,               0.008911,               0.008911,               0.008911
                     35,                 1.3647,                 1.0427,                 1.3091,                0.62237,                0.43861,                0.48843,                0.32094,                 1.4754,                 1.2247,                 1.4883,               0.008878,               0.008878,               0.008878
                     36,                 1.3687,                 1.0407,                 1.3107,                0.63873,                0.44756,                0.49282,                0.32622,                 1.4665,                 1.1955,                 1.4824,               0.008845,               0.008845,               0.008845
                     37,                 1.3649,                 1.0269,                 1.3039,                0.67854,                0.42929,                0.47648,                0.31634,                 1.4735,                 1.2057,                 1.4826,               0.008812,               0.008812,               0.008812
                     38,                  1.353,                 1.0216,                 1.2948,                0.67639,                0.42797,                0.49712,                0.34063,                 1.4601,                 1.1989,                 1.4696,               0.008779,               0.008779,               0.008779
                     39,                 1.3515,                 1.0082,                 1.2936,                0.62322,                0.43549,                0.49038,                0.33175,                 1.4605,                 1.1986,                 1.4665,               0.008746,               0.008746,               0.008746
                     40,                 1.3483,                 1.0111,                 1.2926,                0.61879,                0.48486,                 0.5008,                0.33726,                 1.4609,                 1.2008,                 1.4682,               0.008713,               0.008713,               0.008713
                     41,                 1.3441,                0.99406,                 1.2852,                0.66447,                0.46129,                0.50623,                0.33926,                 1.4531,                 1.2011,                 1.4645,                0.00868,                0.00868,                0.00868
                     42,                 1.3421,                0.99747,                 1.2863,                0.66593,                0.42918,                0.49627,                0.33777,                 1.4474,                 1.1865,                 1.4603,               0.008647,               0.008647,               0.008647
                     43,                 1.3446,                0.99476,                 1.2913,                0.64773,                0.46632,                0.50566,                0.33991,                 1.4522,                 1.1817,                 1.4653,               0.008614,               0.008614,               0.008614
                     44,                  1.334,                0.98157,                 1.2846,                0.67915,                0.46642,                0.50811,                0.34132,                  1.459,                 1.1865,                 1.4659,               0.008581,               0.008581,               0.008581
                     45,                 1.3256,                0.96853,                 1.2735,                0.70193,                0.43402,                0.50107,                0.33773,                 1.4594,                 1.1961,                 1.4654,               0.008548,               0.008548,               0.008548
                     46,                 1.3236,                0.96161,                 1.2769,                0.64202,                0.47069,                0.50412,                0.34524,                 1.4504,                 1.1816,                 1.4568,               0.008515,               0.008515,               0.008515
                     47,                 1.3247,                0.96446,                 1.2748,                0.61985,                0.48767,                0.51003,                0.34838,                  1.443,                 1.1687,                 1.4574,               0.008482,               0.008482,               0.008482
                     48,                 1.3231,                0.95879,                 1.2695,                0.64324,                0.48277,                0.51232,                0.34955,                 1.4384,                 1.1664,                 1.4517,               0.008449,               0.008449,               0.008449
                     49,                 1.3122,                0.95019,                 1.2647,                0.70253,                0.45588,                 0.5114,                0.35155,                 1.4354,                 1.1749,                 1.4439,               0.008416,               0.008416,               0.008416
                     50,                 1.3111,                0.94197,                 1.2604,                0.66799,                0.46676,                0.51937,                0.35642,                 1.4347,                  1.188,                 1.4418,               0.008383,               0.008383,               0.008383
                     51,                 1.3032,                0.93474,                 1.2577,                0.65527,                0.47401,                0.51802,                0.35928,                 1.4332,                 1.1896,                 1.4428,                0.00835,                0.00835,                0.00835
                     52,                 1.3054,                0.93659,                 1.2603,                0.65403,                0.48494,                 0.5246,                0.36066,                 1.4347,                 1.1724,                 1.4432,               0.008317,               0.008317,               0.008317
                     53,                 1.3012,                0.93385,                 1.2612,                0.67448,                0.47932,                0.52477,                 0.3624,                 1.4325,                 1.1643,                 1.4428,               0.008284,               0.008284,               0.008284
                     54,                 1.3031,                0.92924,                 1.2553,                0.65834,                0.48224,                0.51636,                0.35704,                 1.4293,                 1.1664,                 1.4373,               0.008251,               0.008251,               0.008251
                     55,                 1.3005,                 0.9297,                 1.2534,                0.67084,                0.47055,                0.51321,                0.35529,                 1.4301,                 1.1729,                 1.4368,               0.008218,               0.008218,               0.008218
                     56,                 1.2913,                 0.9197,                 1.2479,                0.70027,                0.47998,                0.51422,                 0.3529,                 1.4298,                 1.1689,                 1.4375,               0.008185,               0.008185,               0.008185
                     57,                 1.2883,                0.91453,                 1.2444,                0.66218,                0.48492,                0.51568,                0.35455,                 1.4301,                 1.1668,                 1.4407,               0.008152,               0.008152,               0.008152
                     58,                 1.2944,                0.91854,                 1.2512,                0.69021,                0.48118,                 0.5167,                0.35816,                 1.4277,                 1.1643,                 1.4388,               0.008119,               0.008119,               0.008119
                     59,                 1.2868,                0.90619,                  1.241,                0.65929,                0.48097,                 0.5122,                0.35699,                 1.4273,                 1.1644,                 1.4394,               0.008086,               0.008086,               0.008086
                     60,                 1.2893,                0.90307,                 1.2402,                0.64961,                0.49871,                  0.515,                0.35479,                 1.4269,                 1.1669,                 1.4374,               0.008053,               0.008053,               0.008053
                     61,                 1.2826,                0.89083,                 1.2362,                0.67246,                0.49129,                0.51455,                0.35468,                  1.431,                 1.1675,                 1.4407,                0.00802,                0.00802,                0.00802
                     62,                 1.2769,                0.89224,                 1.2363,                0.66862,                 0.4878,                0.51676,                0.35627,                 1.4306,                 1.1692,                 1.4392,               0.007987,               0.007987,               0.007987
                     63,                 1.2733,                0.89073,                 1.2319,                0.67334,                0.49255,                0.51859,                0.35695,                 1.4322,                 1.1641,                   1.44,               0.007954,               0.007954,               0.007954
                     64,                 1.2743,                0.89192,                 1.2332,                 0.6679,                0.49265,                0.51968,                0.35544,                 1.4317,                 1.1617,                 1.4397,               0.007921,               0.007921,               0.007921
                     65,                 1.2733,                0.89067,                 1.2275,                0.69118,                0.47065,                0.52004,                0.35749,                 1.4305,                  1.162,                 1.4396,               0.007888,               0.007888,               0.007888
                     66,                 1.2722,                0.88865,                 1.2325,                0.70551,                0.47236,                0.52035,                0.35543,                 1.4323,                 1.1629,                 1.4418,               0.007855,               0.007855,               0.007855
                     67,                 1.2657,                0.87421,                 1.2232,                 0.6969,                0.47693,                0.52164,                0.35845,                 1.4312,                 1.1609,                 1.4407,               0.007822,               0.007822,               0.007822
                     68,                 1.2633,                0.87568,                  1.219,                0.67056,                0.48587,                0.52416,                0.36217,                 1.4288,                 1.1581,                 1.4385,               0.007789,               0.007789,               0.007789
                     69,                  1.264,                0.88035,                 1.2227,                 0.6753,                0.48581,                 0.5256,                0.36331,                 1.4292,                 1.1575,                 1.4385,               0.007756,               0.007756,               0.007756
                     70,                 1.2618,                0.87172,                 1.2141,                0.67328,                0.48176,                0.52651,                0.36248,                 1.4294,                 1.1581,                 1.4378,               0.007723,               0.007723,               0.007723
                     71,                 1.2565,                0.86541,                 1.2134,                0.66303,                0.49103,                0.52734,                0.36396,                 1.4289,                 1.1548,                 1.4375,                0.00769,                0.00769,                0.00769
                     72,                 1.2556,                0.86533,                 1.2094,                0.67438,                0.49988,                0.52705,                0.36556,                 1.4278,                 1.1545,                 1.4368,               0.007657,               0.007657,               0.007657
                     73,                 1.2574,                0.87091,                 1.2119,                0.68738,                0.48867,                0.52758,                0.36647,                 1.4288,                 1.1551,                 1.4372,               0.007624,               0.007624,               0.007624
                     74,                 1.2423,                0.85701,                 1.2054,                0.68818,                0.49105,                0.52734,                0.36751,                  1.429,                 1.1553,                 1.4367,               0.007591,               0.007591,               0.007591
                     75,                 1.2541,                0.86301,                 1.2046,                0.69728,                0.48911,                0.52866,                0.36794,                 1.4279,                 1.1539,                 1.4352,               0.007558,               0.007558,               0.007558
                     76,                 1.2518,                0.85774,                 1.2118,                0.69097,                 0.4905,                0.53066,                0.36829,                 1.4287,                 1.1538,                 1.4353,               0.007525,               0.007525,               0.007525
                     77,                 1.2454,                0.85651,                 1.2004,                0.69524,                0.48967,                 0.5312,                0.36877,                  1.428,                 1.1547,                 1.4348,               0.007492,               0.007492,               0.007492
                     78,                 1.2407,                 0.8443,                 1.1938,                0.70542,                0.48719,                0.53136,                 0.3679,                  1.428,                  1.155,                 1.4343,               0.007459,               0.007459,               0.007459
                     79,                 1.2448,                0.84913,                 1.1962,                0.70503,                0.48611,                0.53135,                0.36799,                 1.4288,                 1.1542,                 1.4341,               0.007426,               0.007426,               0.007426
                     80,                 1.2363,                0.84134,                 1.1915,                0.70264,                0.48886,                0.53069,                0.36734,                 1.4284,                 1.1537,                 1.4328,               0.007393,               0.007393,               0.007393
                     81,                 1.2381,                0.83908,                 1.1935,                0.72135,                0.48077,                0.53172,                0.36828,                 1.4289,                 1.1527,                 1.4328,                0.00736,                0.00736,                0.00736
                     82,                 1.2399,                0.84173,                 1.1925,                0.72383,                0.48045,                0.53247,                0.36913,                 1.4293,                 1.1537,                 1.4324,               0.007327,               0.007327,               0.007327
                     83,                  1.231,                0.83765,                 1.1888,                0.72715,                0.47953,                0.53333,                0.36917,                 1.4297,                 1.1526,                 1.4324,               0.007294,               0.007294,               0.007294
                     84,                 1.2345,                0.83591,                 1.1893,                0.73072,                0.47836,                0.53411,                0.37023,                 1.4285,                 1.1519,                 1.4315,               0.007261,               0.007261,               0.007261
                     85,                 1.2298,                0.82989,                 1.1876,                0.73028,                0.47806,                0.53423,                0.37058,                 1.4288,                 1.1509,                  1.431,               0.007228,               0.007228,               0.007228
                     86,                 1.2215,                0.82099,                 1.1799,                0.73277,                0.47698,                0.53362,                0.37073,                 1.4283,                   1.15,                   1.43,               0.007195,               0.007195,               0.007195
                     87,                 1.2268,                0.82657,                  1.187,                0.73518,                0.47736,                0.53376,                0.37072,                 1.4287,                 1.1502,                 1.4301,               0.007162,               0.007162,               0.007162
                     88,                 1.2232,                  0.825,                 1.1796,                0.72814,                0.48146,                0.53374,                0.37114,                  1.428,                  1.149,                 1.4297,               0.007129,               0.007129,               0.007129
                     89,                 1.2274,                0.82194,                  1.185,                0.73075,                0.48032,                0.53428,                0.37175,                 1.4274,                 1.1491,                  1.429,               0.007096,               0.007096,               0.007096
                     90,                 1.2179,                0.81972,                 1.1797,                0.72255,                0.48351,                 0.5344,                0.37346,                 1.4276,                 1.1495,                 1.4286,               0.007063,               0.007063,               0.007063
                     91,                 1.2177,                0.81599,                 1.1764,                0.73121,                0.48003,                0.53338,                0.37385,                 1.4284,                 1.1511,                 1.4286,                0.00703,                0.00703,                0.00703
                     92,                 1.2128,                0.81365,                 1.1734,                0.72331,                0.48381,                0.53349,                0.37346,                 1.4286,                 1.1515,                 1.4281,               0.006997,               0.006997,               0.006997
                     93,                 1.2181,                0.81573,                 1.1738,                0.72693,                0.48311,                 0.5335,                0.37293,                 1.4285,                 1.1507,                 1.4276,               0.006964,               0.006964,               0.006964
                     94,                 1.2136,                0.80517,                 1.1736,                0.71777,                0.48772,                0.53449,                 0.3742,                 1.4281,                 1.1497,                 1.4267,               0.006931,               0.006931,               0.006931
                     95,                 1.2096,                0.80318,                 1.1733,                0.72087,                0.48741,                0.53586,                0.37548,                 1.4277,                 1.1494,                 1.4262,               0.006898,               0.006898,               0.006898
                     96,                 1.2099,                0.80509,                 1.1692,                0.72674,                0.48871,                0.53631,                0.37499,                 1.4276,                 1.1494,                 1.4263,               0.006865,               0.006865,               0.006865
                     97,                 1.2101,                0.80572,                 1.1633,                 0.7273,                 0.4882,                 0.5364,                0.37659,                 1.4279,                 1.1483,                 1.4255,               0.006832,               0.006832,               0.006832
                     98,                 1.2053,                0.79923,                 1.1663,                0.72755,                0.48916,                0.53632,                0.37476,                 1.4274,                 1.1478,                  1.425,               0.006799,               0.006799,               0.006799
                     99,                 1.2088,                 0.8011,                 1.1636,                0.73096,                0.48979,                0.53582,                0.37453,                 1.4276,                 1.1489,                 1.4246,               0.006766,               0.006766,               0.006766
                    100,                 1.1988,                0.79632,                 1.1624,                0.73184,                0.48807,                0.53648,                0.37521,                 1.4275,                 1.1491,                 1.4238,               0.006733,               0.006733,               0.006733
                    101,                 1.2002,                0.79477,                 1.1659,                0.73114,                0.49013,                0.53671,                0.37634,                  1.427,                 1.1478,                 1.4232,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.2049,                0.79523,                 1.1659,                0.73579,                0.48998,                0.53672,                0.37628,                 1.4276,                  1.147,                 1.4234,               0.006667,               0.006667,               0.006667
                    103,                 1.1959,                0.78902,                 1.1539,                0.73633,                0.49019,                0.53706,                0.37644,                 1.4273,                  1.146,                 1.4227,               0.006634,               0.006634,               0.006634
                    104,                 1.1902,                0.78767,                 1.1563,                0.73474,                0.49101,                0.53721,                 0.3769,                 1.4269,                 1.1464,                 1.4217,               0.006601,               0.006601,               0.006601
                    105,                 1.1983,                0.78359,                 1.1572,                0.73414,                0.49116,                0.53754,                0.37808,                 1.4272,                 1.1469,                 1.4213,               0.006568,               0.006568,               0.006568
                    106,                 1.1884,                0.77866,                 1.1547,                0.73295,                0.49087,                0.53786,                 0.3782,                 1.4267,                 1.1454,                 1.4206,               0.006535,               0.006535,               0.006535
                    107,                 1.1846,                0.77893,                 1.1527,                0.73655,                0.48907,                0.53835,                0.37823,                 1.4261,                 1.1453,                 1.4195,               0.006502,               0.006502,               0.006502
                    108,                 1.1896,                0.77561,                 1.1514,                0.74547,                0.48644,                0.53883,                0.37856,                  1.426,                  1.145,                 1.4185,               0.006469,               0.006469,               0.006469
                    109,                 1.1864,                0.78122,                 1.1525,                 0.7478,                0.48678,                 0.5389,                0.37839,                 1.4259,                 1.1453,                 1.4176,               0.006436,               0.006436,               0.006436
                    110,                  1.184,                0.77327,                 1.1433,                0.74618,                0.48562,                0.53884,                  0.378,                 1.4262,                 1.1462,                  1.417,               0.006403,               0.006403,               0.006403
                    111,                 1.1788,                0.77556,                 1.1483,                0.74241,                0.48988,                0.53899,                0.37813,                 1.4261,                 1.1467,                 1.4163,                0.00637,                0.00637,                0.00637
                    112,                 1.1888,                 0.7721,                 1.1513,                0.74305,                0.49102,                0.53973,                0.37803,                 1.4253,                 1.1467,                 1.4153,               0.006337,               0.006337,               0.006337
                    113,                  1.179,                0.76821,                 1.1454,                0.74054,                0.49306,                0.54019,                0.37863,                 1.4251,                 1.1463,                  1.414,               0.006304,               0.006304,               0.006304
                    114,                  1.178,                0.76657,                 1.1415,                0.73914,                0.49272,                0.54074,                0.37957,                 1.4245,                 1.1468,                  1.413,               0.006271,               0.006271,               0.006271
                    115,                 1.1783,                 0.7706,                 1.1422,                0.74143,                0.49302,                0.54157,                0.37968,                 1.4239,                 1.1468,                 1.4121,               0.006238,               0.006238,               0.006238
                    116,                 1.1712,                0.75879,                 1.1407,                0.74401,                0.49264,                0.54162,                0.37966,                 1.4235,                 1.1469,                 1.4114,               0.006205,               0.006205,               0.006205
                    117,                 1.1801,                0.76509,                 1.1466,                0.75482,                   0.49,                0.54229,                0.37959,                 1.4236,                 1.1471,                 1.4104,               0.006172,               0.006172,               0.006172
                    118,                 1.1694,                0.75661,                 1.1415,                0.75486,                0.48972,                0.54219,                0.37944,                 1.4233,                 1.1469,                 1.4096,               0.006139,               0.006139,               0.006139
                    119,                 1.1649,                 0.7568,                 1.1389,                0.75536,                0.49042,                0.54271,                0.37927,                 1.4234,                 1.1472,                 1.4086,               0.006106,               0.006106,               0.006106
                    120,                 1.1707,                0.76228,                 1.1367,                 0.7484,                0.49264,                0.54306,                0.37961,                 1.4228,                 1.1476,                 1.4078,               0.006073,               0.006073,               0.006073
                    121,                  1.166,                0.75392,                 1.1316,                0.74657,                0.49264,                0.54336,                0.38014,                 1.4227,                 1.1489,                 1.4069,                0.00604,                0.00604,                0.00604
                    122,                 1.1671,                0.76059,                 1.1344,                0.74827,                0.49222,                0.54367,                0.38071,                 1.4226,                 1.1495,                 1.4059,               0.006007,               0.006007,               0.006007
                    123,                 1.1707,                0.75719,                 1.1319,                0.74483,                0.49323,                 0.5448,                0.38151,                 1.4226,                 1.1499,                 1.4056,               0.005974,               0.005974,               0.005974
                    124,                 1.1605,                0.74885,                 1.1328,                0.74421,                0.49375,                0.54548,                 0.3814,                 1.4221,                 1.1499,                 1.4045,               0.005941,               0.005941,               0.005941
                    125,                  1.161,                0.74627,                 1.1302,                0.74316,                0.49417,                0.54607,                 0.3814,                 1.4226,                  1.151,                 1.4041,               0.005908,               0.005908,               0.005908
                    126,                 1.1535,                 0.7429,                 1.1303,                0.74218,                0.49268,                0.54683,                0.38306,                 1.4232,                 1.1517,                 1.4036,               0.005875,               0.005875,               0.005875
                    127,                 1.1586,                0.74776,                 1.1298,                0.74099,                0.49461,                0.54785,                0.38342,                 1.4229,                 1.1519,                 1.4028,               0.005842,               0.005842,               0.005842
                    128,                  1.161,                0.74664,                  1.132,                0.74295,                0.49306,                0.54797,                0.38328,                 1.4224,                 1.1523,                 1.4018,               0.005809,               0.005809,               0.005809
                    129,                 1.1524,                0.74137,                 1.1231,                 0.7464,                0.49278,                0.54781,                0.38279,                 1.4222,                 1.1535,                 1.4011,               0.005776,               0.005776,               0.005776
                    130,                  1.147,                0.73567,                 1.1216,                0.74813,                0.49222,                0.54729,                0.38268,                  1.422,                 1.1542,                 1.4005,               0.005743,               0.005743,               0.005743
                    131,                  1.147,                0.73638,                 1.1202,                0.75106,                0.49199,                0.54846,                0.38489,                 1.4223,                 1.1553,                 1.4001,                0.00571,                0.00571,                0.00571
                    132,                 1.1425,                0.73861,                 1.1178,                0.74997,                0.49191,                 0.5487,                0.38518,                 1.4226,                 1.1563,                 1.3996,               0.005677,               0.005677,               0.005677
                    133,                 1.1497,                 0.7325,                 1.1198,                0.74855,                0.49236,                0.54896,                0.38378,                 1.4231,                 1.1562,                 1.3997,               0.005644,               0.005644,               0.005644
                    134,                 1.1462,                0.73411,                 1.1186,                0.74796,                0.49271,                0.54796,                0.38332,                 1.4234,                 1.1573,                 1.3991,               0.005611,               0.005611,               0.005611
                    135,                 1.1413,                0.73155,                  1.116,                0.74513,                0.49278,                0.54941,                0.38413,                  1.424,                 1.1575,                 1.3991,               0.005578,               0.005578,               0.005578
                    136,                 1.1466,                0.73517,                 1.1215,                0.74493,                0.49222,                0.54862,                0.38267,                 1.4237,                 1.1577,                 1.3983,               0.005545,               0.005545,               0.005545
                    137,                 1.1355,                0.72851,                 1.1144,                0.74495,                0.49241,                0.55008,                 0.3829,                  1.423,                 1.1578,                 1.3973,               0.005512,               0.005512,               0.005512
                    138,                 1.1472,                0.73669,                 1.1196,                0.74558,                0.49278,                0.55026,                0.38272,                 1.4231,                 1.1573,                  1.397,               0.005479,               0.005479,               0.005479
                    139,                  1.131,                0.72351,                 1.1101,                0.74363,                0.49319,                0.55016,                0.38302,                 1.4231,                 1.1582,                 1.3962,               0.005446,               0.005446,               0.005446
                    140,                 1.1353,                0.72415,                 1.1139,                0.74397,                0.49319,                0.55035,                0.38363,                  1.423,                 1.1595,                 1.3956,               0.005413,               0.005413,               0.005413
                    141,                 1.1348,                0.72256,                 1.1109,                0.74299,                0.49333,                0.55074,                0.38395,                 1.4226,                 1.1602,                 1.3945,                0.00538,                0.00538,                0.00538
                    142,                 1.1338,                0.72296,                  1.114,                 0.7385,                0.49389,                0.55103,                 0.3838,                 1.4227,                 1.1615,                 1.3937,               0.005347,               0.005347,               0.005347
                    143,                 1.1262,                0.72047,                  1.106,                0.73482,                0.49427,                0.55123,                0.38381,                 1.4228,                 1.1624,                 1.3932,               0.005314,               0.005314,               0.005314
                    144,                 1.1256,                0.71471,                 1.1023,                0.73359,                0.49486,                 0.5517,                0.38439,                 1.4226,                 1.1634,                  1.392,               0.005281,               0.005281,               0.005281
                    145,                 1.1316,                 0.7174,                 1.1051,                0.73211,                0.49506,                0.55225,                0.38495,                 1.4226,                  1.165,                 1.3911,               0.005248,               0.005248,               0.005248
                    146,                 1.1236,                0.71154,                 1.1026,                0.74734,                0.49208,                0.55267,                0.38547,                 1.4225,                 1.1666,                 1.3905,               0.005215,               0.005215,               0.005215
                    147,                 1.1235,                0.71046,                 1.1032,                0.74618,                0.49255,                0.55313,                0.38631,                 1.4232,                 1.1673,                 1.3904,               0.005182,               0.005182,               0.005182
                    148,                 1.1252,                0.70932,                 1.1038,                0.74786,                0.49198,                0.55347,                0.38591,                 1.4234,                 1.1683,                   1.39,               0.005149,               0.005149,               0.005149
                    149,                 1.1192,                0.70645,                 1.1022,                0.74299,                 0.4897,                 0.5536,                0.38673,                  1.424,                 1.1696,                 1.3899,               0.005116,               0.005116,               0.005116
                    150,                  1.114,                0.69867,                 1.0948,                0.74393,                0.49331,                 0.5536,                0.38618,                 1.4244,                 1.1709,                 1.3895,               0.005083,               0.005083,               0.005083
                    151,                 1.1217,                0.71094,                 1.1025,                0.74549,                 0.4936,                0.55305,                  0.386,                 1.4249,                 1.1715,                 1.3889,                0.00505,                0.00505,                0.00505
                    152,                 1.1179,                0.70991,                 1.0994,                0.75268,                0.48755,                0.55391,                0.38672,                 1.4249,                 1.1726,                 1.3882,               0.005017,               0.005017,               0.005017
                    153,                 1.1183,                 0.7079,                 1.0975,                0.75569,                0.48803,                0.55442,                0.38745,                 1.4244,                 1.1727,                 1.3872,               0.004984,               0.004984,               0.004984
                    154,                 1.1104,                0.69983,                 1.0965,                0.72478,                0.50441,                0.55461,                0.38765,                 1.4247,                 1.1743,                 1.3864,               0.004951,               0.004951,               0.004951
                    155,                 1.1196,                0.70803,                 1.0988,                0.75825,                0.48856,                0.55443,                0.38781,                 1.4249,                 1.1749,                 1.3865,               0.004918,               0.004918,               0.004918
                    156,                  1.112,                0.70013,                  1.093,                0.75972,                0.49051,                0.55462,                0.38797,                 1.4243,                 1.1764,                 1.3857,               0.004885,               0.004885,               0.004885
