                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                 1.1251,                0.71192,                 1.1109,                0.82841,                0.60092,                0.67793,                0.49452,                 1.2405,                0.88912,                  1.276,               0.004819,               0.004819,               0.004819
                    159,                 1.1247,                0.70957,                 1.1118,                0.82759,                0.60096,                0.67856,                0.49336,                 1.2405,                0.88914,                 1.2752,               0.004786,               0.004786,               0.004786
                    160,                 1.1162,                0.70228,                  1.107,                0.84761,                0.60497,                0.68033,                0.49489,                 1.2397,                0.88927,                 1.2736,               0.004753,               0.004753,               0.004753
                    161,                 1.1176,                0.70394,                 1.1108,                 0.8476,                0.60525,                0.68092,                0.49384,                 1.2397,                0.88921,                  1.273,                0.00472,                0.00472,                0.00472
                    162,                 1.1138,                0.70074,                 1.1031,                0.84277,                0.60059,                0.68101,                0.49466,                 1.2389,                0.88918,                  1.272,               0.004687,               0.004687,               0.004687
                    163,                  1.118,                0.70311,                 1.1045,                0.85216,                0.60372,                0.68173,                0.49419,                 1.2387,                0.88864,                 1.2716,               0.004654,               0.004654,               0.004654
                    164,                 1.1105,                0.69725,                 1.1029,                 0.8518,                0.60468,                0.68217,                0.49401,                 1.2383,                0.88817,                 1.2706,               0.004621,               0.004621,               0.004621
                    165,                 1.1128,                0.69794,                  1.106,                 0.8528,                0.60324,                0.68226,                0.49386,                 1.2373,                0.88803,                 1.2697,               0.004588,               0.004588,               0.004588
                    166,                 1.1178,                0.70127,                 1.1058,                0.85412,                0.60232,                0.68275,                 0.4943,                 1.2373,                0.88715,                 1.2689,               0.004555,               0.004555,               0.004555
                    167,                 1.1094,                0.69396,                 1.0998,                0.85476,                0.60001,                0.68315,                0.49517,                  1.237,                0.88767,                 1.2683,               0.004522,               0.004522,               0.004522
                    168,                 1.1006,                0.69109,                 1.1013,                0.84418,                0.61347,                 0.6837,                0.49464,                 1.2359,                0.88635,                 1.2673,               0.004489,               0.004489,               0.004489
                    169,                 1.1087,                0.69692,                 1.0994,                0.83898,                0.61456,                0.68414,                0.49428,                 1.2351,                0.88628,                 1.2662,               0.004456,               0.004456,               0.004456
                    170,                 1.1108,                0.69265,                  1.101,                0.86738,                0.60626,                  0.685,                0.49473,                 1.2347,                0.88698,                 1.2653,               0.004423,               0.004423,               0.004423
                    171,                 1.1042,                0.68915,                 1.0957,                0.85832,                0.60767,                 0.6855,                0.49593,                 1.2345,                 0.8868,                 1.2644,                0.00439,                0.00439,                0.00439
                    172,                 1.1039,                0.69001,                 1.0999,                0.86274,                0.60633,                0.68554,                0.49574,                 1.2342,                0.88616,                 1.2639,               0.004357,               0.004357,               0.004357
                    173,                  1.106,                0.68704,                 1.0988,                0.86286,                0.60573,                0.68624,                0.49664,                 1.2341,                0.88618,                 1.2635,               0.004324,               0.004324,               0.004324
                    174,                 1.1025,                0.68911,                 1.0985,                0.86177,                0.60546,                0.68701,                0.49682,                 1.2331,                0.88536,                 1.2627,               0.004291,               0.004291,               0.004291
                    175,                  1.101,                0.68355,                 1.0985,                0.86205,                0.60504,                0.68673,                0.49773,                 1.2328,                0.88562,                 1.2621,               0.004258,               0.004258,               0.004258
                    176,                 1.1004,                0.69002,                 1.0932,                0.86279,                0.60532,                0.68781,                0.49844,                 1.2324,                0.88507,                  1.261,               0.004225,               0.004225,               0.004225
                    177,                 1.0948,                0.67749,                 1.0902,                0.86199,                0.60536,                0.68895,                0.49945,                 1.2319,                0.88565,                 1.2601,               0.004192,               0.004192,               0.004192
                    178,                 1.0888,                0.67919,                 1.0883,                0.86009,                0.60587,                0.68976,                0.50062,                 1.2313,                0.88529,                 1.2596,               0.004159,               0.004159,               0.004159
                    179,                 1.0914,                0.67744,                 1.0951,                0.85841,                0.60642,                0.69013,                0.50066,                  1.231,                0.88469,                 1.2591,               0.004126,               0.004126,               0.004126
                    180,                 1.0927,                 0.6818,                 1.0926,                0.85536,                0.60763,                0.69048,                0.50193,                 1.2305,                0.88463,                 1.2584,               0.004093,               0.004093,               0.004093
                    181,                 1.0923,                0.67653,                 1.0876,                0.85101,                0.60848,                0.69098,                0.50181,                 1.2299,                0.88461,                 1.2569,                0.00406,                0.00406,                0.00406
                    182,                 1.0911,                0.67707,                 1.0872,                0.85078,                0.60889,                0.69145,                0.50394,                 1.2284,                0.88403,                 1.2553,               0.004027,               0.004027,               0.004027
                    183,                  1.088,                 0.6721,                 1.0856,                0.85496,                0.60893,                0.69204,                0.50442,                  1.228,                 0.8832,                 1.2547,               0.003994,               0.003994,               0.003994
                    184,                 1.0906,                0.67506,                 1.0905,                0.85572,                0.60893,                0.69243,                0.50522,                 1.2273,                0.88239,                 1.2542,               0.003961,               0.003961,               0.003961
                    185,                 1.0879,                0.67566,                  1.089,                0.85828,                0.60906,                0.69253,                0.50461,                 1.2266,                0.88174,                  1.253,               0.003928,               0.003928,               0.003928
                    186,                 1.0865,                0.67144,                 1.0843,                0.86355,                 0.6091,                0.68956,                0.50472,                 1.2266,                0.88161,                 1.2528,               0.003895,               0.003895,               0.003895
                    187,                  1.085,                0.66828,                 1.0834,                0.81324,                0.62986,                0.68914,                0.50515,                 1.2255,                0.88137,                 1.2514,               0.003862,               0.003862,               0.003862
                    188,                 1.0781,                0.66683,                 1.0856,                0.81522,                0.62688,                 0.6896,                0.50519,                  1.225,                 0.8813,                 1.2507,               0.003829,               0.003829,               0.003829
                    189,                 1.0809,                0.67012,                 1.0807,                 0.8115,                0.62327,                0.68987,                0.50572,                 1.2242,                 0.8817,                 1.2498,               0.003796,               0.003796,               0.003796
                    190,                  1.075,                0.66531,                 1.0834,                0.81473,                0.62138,                 0.6901,                 0.5059,                 1.2239,                0.88112,                 1.2493,               0.003763,               0.003763,               0.003763
                    191,                 1.0745,                0.66326,                 1.0833,                0.84041,                 0.6134,                0.68983,                0.50595,                 1.2234,                0.88114,                 1.2485,                0.00373,                0.00373,                0.00373
                    192,                 1.0803,                 0.6648,                 1.0805,                0.83671,                0.61343,                0.68991,                0.50603,                 1.2225,                0.88072,                 1.2481,               0.003697,               0.003697,               0.003697
                    193,                 1.0762,                0.66478,                 1.0834,                0.83117,                0.61366,                 0.6926,                0.50624,                 1.2221,                0.88045,                 1.2474,               0.003664,               0.003664,               0.003664
                    194,                 1.0686,                0.65921,                 1.0763,                 0.8327,                0.61276,                0.69004,                0.50644,                 1.2213,                0.88038,                 1.2466,               0.003631,               0.003631,               0.003631
                    195,                 1.0685,                0.65702,                 1.0736,                0.84348,                0.61215,                 0.6933,                0.50679,                 1.2211,                0.88065,                 1.2458,               0.003598,               0.003598,               0.003598
                    196,                 1.0653,                0.65373,                 1.0714,                0.84405,                  0.612,                0.69368,                0.50779,                 1.2203,                0.88066,                 1.2449,               0.003565,               0.003565,               0.003565
                    197,                 1.0716,                0.66106,                  1.078,                0.84436,                0.61201,                0.69403,                0.50842,                 1.2198,                 0.8801,                 1.2439,               0.003532,               0.003532,               0.003532
                    198,                 1.0703,                0.65641,                 1.0766,                0.84368,                0.61187,                0.69372,                0.50952,                 1.2188,                0.87963,                 1.2429,               0.003499,               0.003499,               0.003499
                    199,                 1.0661,                 0.6547,                  1.072,                0.84548,                0.61109,                0.69411,                0.51089,                 1.2177,                0.87973,                 1.2419,               0.003466,               0.003466,               0.003466
                    200,                  1.065,                0.65407,                 1.0741,                0.84726,                 0.6102,                0.69463,                0.51119,                 1.2168,                0.87964,                 1.2411,               0.003433,               0.003433,               0.003433
                    201,                 1.0639,                0.65067,                 1.0712,                 0.8539,                0.61375,                0.69553,                 0.5112,                 1.2163,                0.88105,                 1.2404,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0586,                0.64946,                 1.0715,                0.82842,                0.62039,                0.69615,                0.51185,                 1.2152,                0.88075,                 1.2395,               0.003367,               0.003367,               0.003367
                    203,                 1.0558,                0.64591,                 1.0687,                 0.8319,                0.62011,                 0.6963,                0.51224,                 1.2151,                0.88056,                 1.2394,               0.003334,               0.003334,               0.003334
                    204,                 1.0628,                0.65105,                 1.0703,                0.83538,                0.61982,                0.69648,                0.51312,                 1.2147,                0.88079,                 1.2384,               0.003301,               0.003301,               0.003301
                    205,                 1.0589,                0.64405,                 1.0704,                0.83885,                0.62357,                0.69544,                0.51351,                 1.2135,                0.88006,                 1.2369,               0.003268,               0.003268,               0.003268
                    206,                 1.0517,                0.64153,                 1.0657,                 0.8409,                0.62666,                0.69609,                0.51417,                 1.2131,                0.88015,                 1.2363,               0.003235,               0.003235,               0.003235
                    207,                 1.0591,                0.64419,                 1.0674,                0.84081,                0.62635,                0.69713,                0.51512,                 1.2124,                0.87996,                 1.2353,               0.003202,               0.003202,               0.003202
                    208,                 1.0519,                0.64296,                 1.0665,                 0.8446,                0.62599,                0.69744,                0.51399,                 1.2122,                0.88024,                 1.2346,               0.003169,               0.003169,               0.003169
                    209,                  1.048,                0.63807,                 1.0666,                0.84189,                0.62627,                0.69748,                0.51517,                 1.2122,                0.88038,                 1.2341,               0.003136,               0.003136,               0.003136
                    210,                 1.0492,                0.63869,                 1.0646,                 0.8395,                 0.6265,                0.69792,                 0.5134,                 1.2115,                 0.8814,                 1.2333,               0.003103,               0.003103,               0.003103
                    211,                 1.0469,                0.63418,                 1.0622,                0.83714,                0.62682,                0.69836,                0.51364,                 1.2107,                0.88004,                 1.2322,                0.00307,                0.00307,                0.00307
                    212,                 1.0426,                0.63304,                 1.0606,                0.83931,                0.62669,                0.69906,                0.51572,                 1.2104,                0.88084,                 1.2319,               0.003037,               0.003037,               0.003037
                    213,                 1.0481,                 0.6352,                 1.0631,                0.83946,                0.62676,                0.69941,                0.51492,                 1.2095,                0.88027,                  1.231,               0.003004,               0.003004,               0.003004
                    214,                 1.0466,                0.63564,                 1.0615,                0.84104,                 0.6268,                0.69981,                0.51592,                 1.2089,                0.88011,                 1.2303,               0.002971,               0.002971,               0.002971
                    215,                   1.04,                0.63366,                 1.0587,                0.84054,                0.62332,                0.70002,                 0.5155,                  1.208,                0.88048,                 1.2293,               0.002938,               0.002938,               0.002938
                    216,                 1.0353,                0.62907,                 1.0581,                0.83666,                0.62091,                0.70041,                0.51606,                 1.2075,                0.88079,                 1.2288,               0.002905,               0.002905,               0.002905
                    217,                 1.0342,                0.62878,                 1.0566,                0.83351,                0.62265,                0.70016,                0.51589,                 1.2069,                0.87978,                  1.228,               0.002872,               0.002872,               0.002872
                    218,                 1.0357,                0.62466,                 1.0566,                0.83674,                 0.6223,                0.70022,                0.51644,                 1.2058,                0.87956,                 1.2274,               0.002839,               0.002839,               0.002839
                    219,                 1.0344,                0.62444,                 1.0588,                0.85756,                0.61589,                0.70265,                0.51916,                 1.2056,                 0.8795,                  1.227,               0.002806,               0.002806,               0.002806
                    220,                 1.0353,                0.62561,                 1.0575,                0.81858,                0.62501,                 0.7029,                0.51789,                 1.2045,                0.87914,                 1.2263,               0.002773,               0.002773,               0.002773
                    221,                 1.0336,                0.62475,                 1.0551,                0.85654,                0.61453,                0.70411,                0.51868,                  1.204,                0.87902,                 1.2256,                0.00274,                0.00274,                0.00274
                    222,                 1.0359,                 0.6266,                  1.056,                0.85228,                0.61474,                0.70446,                0.51959,                 1.2032,                 0.8796,                 1.2249,               0.002707,               0.002707,               0.002707
                    223,                 1.0239,                0.62046,                 1.0519,                0.85014,                0.61687,                0.70503,                 0.5198,                 1.2032,                0.87966,                 1.2244,               0.002674,               0.002674,               0.002674
                    224,                 1.0276,                0.61982,                 1.0545,                0.84825,                0.61761,                0.70543,                 0.5204,                 1.2026,                0.87954,                 1.2237,               0.002641,               0.002641,               0.002641
                    225,                 1.0258,                0.61629,                 1.0535,                0.84992,                0.61692,                0.70561,                0.52169,                 1.2025,                0.87926,                 1.2238,               0.002608,               0.002608,               0.002608
                    226,                 1.0204,                0.61458,                 1.0475,                0.85643,                0.61246,                0.70634,                 0.5218,                 1.2018,                0.87917,                 1.2232,               0.002575,               0.002575,               0.002575
                    227,                 1.0208,                 0.6154,                 1.0476,                 0.8475,                0.61688,                 0.7071,                0.52213,                 1.2014,                   0.88,                 1.2223,               0.002542,               0.002542,               0.002542
                    228,                 1.0235,                0.61476,                 1.0456,                0.84756,                0.61678,                0.70748,                0.52412,                 1.2006,                0.87968,                 1.2214,               0.002509,               0.002509,               0.002509
                    229,                 1.0199,                0.60986,                 1.0495,                 0.8468,                0.61651,                0.70756,                0.52354,                 1.2001,                0.88032,                 1.2209,               0.002476,               0.002476,               0.002476
                    230,                   1.02,                0.61477,                 1.0475,                0.84692,                0.61692,                0.70793,                0.52236,                 1.1992,                0.88033,                 1.2204,               0.002443,               0.002443,               0.002443
                    231,                 1.0169,                0.61056,                 1.0468,                0.85046,                 0.6165,                0.70844,                0.52279,                 1.1988,                0.88077,                 1.2197,                0.00241,                0.00241,                0.00241
                    232,                 1.0149,                0.60885,                  1.048,                0.85604,                0.61581,                0.70928,                0.52415,                 1.1981,                0.88087,                  1.219,               0.002377,               0.002377,               0.002377
                    233,                 1.0122,                0.60594,                 1.0426,                 0.8565,                0.61595,                 0.7096,                0.52582,                 1.1971,                 0.8806,                  1.218,               0.002344,               0.002344,               0.002344
                    234,                 1.0034,                0.60033,                  1.043,                0.85766,                0.61563,                0.71004,                0.52619,                  1.197,                0.88077,                 1.2175,               0.002311,               0.002311,               0.002311
                    235,                 1.0028,                0.59963,                 1.0389,                0.85959,                0.61539,                0.71041,                0.52588,                 1.1966,                0.88071,                 1.2168,               0.002278,               0.002278,               0.002278
                    236,                 1.0148,                0.60745,                 1.0442,                0.86158,                0.61521,                0.71063,                0.52686,                 1.1963,                0.88042,                 1.2161,               0.002245,               0.002245,               0.002245
                    237,                 1.0017,                0.60214,                 1.0408,                0.86064,                0.61511,                0.71161,                 0.5249,                 1.1953,                 0.8802,                 1.2153,               0.002212,               0.002212,               0.002212
                    238,                 1.0008,                0.59928,                 1.0388,                0.86112,                0.61511,                0.71187,                0.52526,                 1.1955,                0.88048,                 1.2144,               0.002179,               0.002179,               0.002179
                    239,                 1.0043,                0.59646,                 1.0381,                0.86263,                0.61462,                0.71277,                0.52654,                  1.195,                0.88035,                 1.2139,               0.002146,               0.002146,               0.002146
                    240,                0.99392,                0.59482,                 1.0342,                0.86401,                 0.6147,                0.71297,                0.52623,                 1.1944,                0.88015,                 1.2132,               0.002113,               0.002113,               0.002113
                    241,                0.99518,                 0.5958,                 1.0363,                0.86782,                0.61445,                0.71353,                0.52532,                 1.1939,                0.88078,                 1.2124,                0.00208,                0.00208,                0.00208
                    242,                0.99282,                0.59525,                 1.0334,                 0.8123,                0.64886,                0.71379,                0.52587,                 1.1933,                0.88023,                 1.2118,               0.002047,               0.002047,               0.002047
                    243,                0.99313,                0.59352,                 1.0314,                0.81132,                0.64827,                0.71398,                0.52797,                 1.1934,                0.88028,                 1.2115,               0.002014,               0.002014,               0.002014
                    244,                0.99529,                0.59463,                  1.037,                0.81004,                0.64596,                0.71415,                0.52932,                 1.1923,                0.87974,                 1.2107,               0.001981,               0.001981,               0.001981
                    245,                0.99263,                0.59142,                 1.0355,                0.81054,                0.64605,                0.71415,                0.52933,                 1.1922,                0.87969,                 1.2104,               0.001948,               0.001948,               0.001948
                    246,                0.99543,                0.59009,                 1.0322,                0.81071,                0.64567,                0.71498,                0.52885,                 1.1915,                0.88032,                 1.2096,               0.001915,               0.001915,               0.001915
                    247,                0.99309,                0.58745,                 1.0335,                0.81085,                 0.6476,                0.71515,                0.52911,                 1.1905,                0.88026,                 1.2089,               0.001882,               0.001882,               0.001882
                    248,                0.98964,                0.58637,                 1.0286,                0.81051,                0.64807,                0.71549,                 0.5286,                   1.19,                0.88062,                 1.2084,               0.001849,               0.001849,               0.001849
                    249,                0.99082,                0.58542,                 1.0339,                0.80349,                0.65198,                0.71577,                0.52786,                 1.1892,                0.88015,                 1.2075,               0.001816,               0.001816,               0.001816
                    250,                0.98414,                0.58301,                 1.0261,                0.86529,                0.61532,                0.71602,                0.52981,                 1.1885,                0.87992,                 1.2069,               0.001783,               0.001783,               0.001783
                    251,                0.98005,                0.58223,                 1.0264,                0.86556,                0.61553,                0.71621,                0.52986,                 1.1882,                0.88017,                 1.2064,                0.00175,                0.00175,                0.00175
                    252,                0.97865,                0.58285,                 1.0277,                 0.8693,                0.61688,                0.71638,                0.53138,                 1.1877,                0.87968,                 1.2061,               0.001717,               0.001717,               0.001717
                    253,                0.98342,                0.58332,                 1.0259,                0.80619,                0.65044,                 0.7172,                 0.5316,                 1.1877,                0.87901,                 1.2056,               0.001684,               0.001684,               0.001684
                    254,                0.97361,                0.57844,                 1.0228,                0.86312,                0.61931,                0.71663,                 0.5309,                 1.1872,                0.87934,                 1.2051,               0.001651,               0.001651,               0.001651
                    255,                0.96801,                0.57536,                 1.0252,                0.86206,                0.61958,                0.71711,                0.53197,                 1.1866,                 0.8788,                 1.2044,               0.001618,               0.001618,               0.001618
                    256,                0.97309,                 0.5745,                 1.0238,                0.86333,                0.61947,                0.71638,                0.53141,                 1.1859,                0.87885,                 1.2041,               0.001585,               0.001585,               0.001585
                    257,                0.97299,                0.57078,                 1.0223,                0.85723,                0.62193,                0.71753,                0.53107,                 1.1855,                0.87869,                 1.2035,               0.001552,               0.001552,               0.001552
                    258,                0.96834,                0.57282,                 1.0261,                0.85914,                 0.6232,                0.71763,                0.53056,                 1.1846,                0.87863,                 1.2026,               0.001519,               0.001519,               0.001519
                    259,                0.96616,                0.56805,                 1.0224,                 0.8588,                0.62425,                0.71825,                0.53091,                 1.1839,                 0.8785,                  1.202,               0.001486,               0.001486,               0.001486
                    260,                0.96341,                0.56719,                 1.0203,                0.85991,                0.62456,                0.71847,                0.53166,                 1.1836,                0.87871,                 1.2018,               0.001453,               0.001453,               0.001453
                    261,                0.95867,                0.56585,                 1.0188,                0.85578,                0.62853,                0.71896,                0.53226,                 1.1829,                0.87833,                 1.2012,                0.00142,                0.00142,                0.00142
                    262,                0.96384,                0.56601,                 1.0207,                0.85411,                0.62921,                0.71922,                0.53284,                 1.1826,                0.87734,                 1.2006,               0.001387,               0.001387,               0.001387
                    263,                0.96477,                0.56417,                 1.0202,                0.85225,                0.62903,                 0.7192,                0.53282,                  1.182,                0.87681,                    1.2,               0.001354,               0.001354,               0.001354
                    264,                 0.9576,                0.56074,                 1.0158,                0.83909,                0.63605,                0.71974,                0.53239,                  1.181,                0.87619,                 1.1993,               0.001321,               0.001321,               0.001321
                    265,                0.95369,                0.56382,                 1.0164,                0.85398,                0.62894,                0.72004,                0.53395,                 1.1807,                0.87563,                 1.1992,               0.001288,               0.001288,               0.001288
                    266,                0.95254,                0.56285,                 1.0165,                0.84055,                 0.6363,                0.72051,                 0.5327,                 1.1803,                0.87548,                 1.1989,               0.001255,               0.001255,               0.001255
                    267,                0.95697,                0.56174,                  1.015,                0.84154,                0.63616,                0.72039,                0.53372,                 1.1797,                 0.8746,                 1.1987,               0.001222,               0.001222,               0.001222
                    268,                0.95341,                0.56069,                 1.0159,                0.84907,                0.64166,                0.72095,                0.53403,                 1.1786,                0.87364,                 1.1978,               0.001189,               0.001189,               0.001189
                    269,                0.95907,                 0.5588,                 1.0162,                0.84901,                0.64176,                0.72158,                0.53488,                 1.1779,                0.87359,                 1.1972,               0.001156,               0.001156,               0.001156
                    270,                0.94302,                 0.5501,                 1.0082,                0.84942,                0.64126,                0.72136,                0.53445,                 1.1769,                 0.8733,                 1.1966,               0.001123,               0.001123,               0.001123
                    271,                0.94489,                0.55389,                 1.0101,                0.84946,                0.64241,                0.72144,                 0.5359,                 1.1763,                0.87227,                 1.1961,                0.00109,                0.00109,                0.00109
                    272,                0.94644,                0.55565,                 1.0132,                0.84912,                0.64225,                0.72166,                0.53503,                 1.1752,                0.87124,                 1.1955,               0.001057,               0.001057,               0.001057
                    273,                 0.9453,                0.55484,                 1.0128,                0.84901,                0.64091,                  0.722,                0.53466,                 1.1745,                0.87016,                 1.1949,               0.001024,               0.001024,               0.001024
                    274,                0.94402,                0.55237,                 1.0131,                0.84928,                0.64197,                 0.7224,                0.53452,                 1.1741,                   0.87,                 1.1949,               0.000991,               0.000991,               0.000991
                    275,                0.93853,                0.54547,                 1.0083,                0.84906,                0.64448,                0.72241,                0.53495,                 1.1734,                0.86927,                 1.1943,               0.000958,               0.000958,               0.000958
                    276,                0.94576,                 0.5526,                 1.0124,                0.84875,                0.64741,                0.72288,                0.53579,                 1.1726,                0.86876,                 1.1939,               0.000925,               0.000925,               0.000925
                    277,                0.93661,                0.54703,                 1.0066,                0.83439,                0.65309,                0.72314,                0.53514,                 1.1718,                0.86749,                 1.1933,               0.000892,               0.000892,               0.000892
                    278,                0.93129,                0.54427,                 1.0067,                0.83385,                0.65351,                 0.7233,                0.53641,                 1.1714,                0.86631,                 1.1931,               0.000859,               0.000859,               0.000859
                    279,                0.92986,                0.54337,                 1.0072,                0.84029,                0.65268,                0.72374,                0.53632,                 1.1706,                0.86622,                  1.193,               0.000826,               0.000826,               0.000826
                    280,                0.93556,                0.54488,                 1.0022,                0.83725,                0.65268,                0.72377,                0.53616,                 1.1702,                0.86574,                 1.1926,               0.000793,               0.000793,               0.000793
                    281,                0.92834,                0.54226,                 1.0045,                0.84307,                0.65821,                0.72405,                 0.5367,                 1.1692,                0.86433,                 1.1921,                0.00076,                0.00076,                0.00076
                    282,                0.92077,                0.54286,                 1.0029,                0.84263,                0.66065,                0.72397,                0.53609,                 1.1683,                 0.8631,                 1.1916,               0.000727,               0.000727,               0.000727
                    283,                0.92648,                0.53891,                  1.003,                0.84109,                0.66027,                0.72405,                0.53707,                 1.1677,                0.86297,                 1.1912,               0.000694,               0.000694,               0.000694
                    284,                0.92094,                0.53729,                0.99833,                0.84026,                 0.6602,                0.72457,                0.53669,                 1.1669,                0.86188,                 1.1908,               0.000661,               0.000661,               0.000661
                    285,                0.92165,                0.54017,                  1.001,                0.83947,                0.66024,                0.72466,                0.53694,                 1.1662,                0.86104,                 1.1903,               0.000628,               0.000628,               0.000628
                    286,                0.92396,                0.53732,                 1.0001,                0.83834,                0.66076,                0.72493,                0.53797,                 1.1657,                0.86006,                   1.19,               0.000595,               0.000595,               0.000595
                    287,                0.91587,                0.53601,                 1.0006,                0.84511,                0.65898,                0.72514,                0.53718,                 1.1648,                 0.8593,                 1.1894,               0.000562,               0.000562,               0.000562
                    288,                0.91991,                0.53411,                0.99923,                0.84537,                 0.6587,                0.72515,                0.53695,                 1.1644,                 0.8579,                 1.1893,               0.000529,               0.000529,               0.000529
                    289,                0.91309,                0.53148,                0.99791,                0.84754,                0.65888,                 0.7256,                0.53706,                 1.1635,                0.85632,                  1.189,               0.000496,               0.000496,               0.000496
                    290,                0.87323,                0.47018,                0.97239,                0.84764,                0.65939,                0.72607,                0.53829,                 1.1626,                0.85433,                 1.1884,               0.000463,               0.000463,               0.000463
                    291,                0.85971,                0.45927,                0.96749,                0.85115,                0.65922,                 0.7262,                0.53851,                 1.1608,                0.85241,                 1.1872,                0.00043,                0.00043,                0.00043
                    292,                0.85183,                0.45302,                0.96562,                0.85558,                0.65939,                0.72656,                0.53841,                  1.161,                0.85177,                 1.1872,               0.000397,               0.000397,               0.000397
                    293,                0.84583,                 0.4523,                0.96264,                0.85858,                0.65903,                0.72686,                0.53877,                 1.1594,                  0.851,                  1.186,               0.000364,               0.000364,               0.000364
                    294,                0.84308,                0.44805,                0.95957,                0.85677,                0.65916,                0.72662,                0.53829,                 1.1586,                0.85028,                 1.1856,               0.000331,               0.000331,               0.000331
                    295,                0.83832,                0.44697,                0.95989,                0.85564,                0.65953,                0.72687,                0.53852,                 1.1578,                0.84854,                 1.1851,               0.000298,               0.000298,               0.000298
                    296,                0.83615,                0.44394,                0.95684,                 0.8529,                 0.6605,                0.72761,                 0.5394,                 1.1566,                0.84752,                 1.1846,               0.000265,               0.000265,               0.000265
                    297,                0.83839,                0.44476,                0.95789,                0.85239,                0.66233,                0.72779,                0.53935,                 1.1558,                0.84678,                 1.1841,               0.000232,               0.000232,               0.000232
                    298,                0.83048,                0.43844,                0.95531,                0.85476,                 0.6603,                0.72872,                0.53975,                 1.1557,                0.84548,                 1.1838,               0.000199,               0.000199,               0.000199
                    299,                0.83184,                0.43981,                0.95526,                0.85676,                0.66331,                0.72919,                0.54081,                 1.1552,                0.84449,                 1.1836,               0.000166,               0.000166,               0.000166
