                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.3432,                0.99717,                 1.2927,                 0.7193,                 0.5314,                0.57256,                0.39845,                 1.3557,                 1.0381,                 1.4064,               0.008647,               0.008647,               0.008647
                     43,                 1.3482,                 1.0003,                 1.2972,                0.66001,                0.56423,                0.57599,                0.39958,                 1.3513,                 1.0342,                 1.4009,               0.008614,               0.008614,               0.008614
                     44,                 1.3407,                0.99741,                 1.2924,                0.71515,                 0.5415,                0.58418,                 0.4018,                 1.3387,                 1.0258,                 1.3918,               0.008581,               0.008581,               0.008581
                     45,                 1.3382,                0.98335,                 1.2881,                0.68026,                0.54645,                0.58206,                0.39895,                 1.3392,                 1.0227,                 1.3894,               0.008548,               0.008548,               0.008548
                     46,                 1.3325,                0.97797,                 1.2853,                0.75058,                0.55287,                0.59504,                0.40563,                 1.3373,                 1.0137,                 1.3881,               0.008515,               0.008515,               0.008515
                     47,                 1.3305,                  0.972,                 1.2833,                0.75101,                0.54322,                0.59307,                0.41137,                  1.331,                 1.0047,                 1.3818,               0.008482,               0.008482,               0.008482
                     48,                 1.3193,                 0.9577,                 1.2757,                0.69526,                0.55617,                0.59056,                0.40829,                 1.3274,                0.99972,                 1.3818,               0.008449,               0.008449,               0.008449
                     49,                 1.3207,                0.95784,                 1.2756,                0.70223,                0.56224,                0.58574,                0.40415,                 1.3245,                 1.0026,                 1.3789,               0.008416,               0.008416,               0.008416
                     50,                 1.3189,                0.95735,                 1.2828,                0.74217,                0.55731,                0.59182,                0.40538,                 1.3189,                 1.0026,                 1.3748,               0.008383,               0.008383,               0.008383
                     51,                 1.3157,                0.95448,                 1.2704,                0.75063,                 0.5521,                0.59646,                0.40938,                 1.3182,                 1.0057,                 1.3738,                0.00835,                0.00835,                0.00835
                     52,                 1.3116,                0.94616,                 1.2703,                0.71879,                0.53902,                0.59959,                0.41374,                 1.3173,                0.99619,                  1.374,               0.008317,               0.008317,               0.008317
                     53,                 1.3104,                0.94367,                 1.2638,                0.74341,                0.54165,                0.60126,                0.41573,                 1.3164,                0.99383,                 1.3729,               0.008284,               0.008284,               0.008284
                     54,                 1.3069,                0.93197,                 1.2639,                0.76969,                0.53606,                 0.6031,                0.41974,                 1.3194,                0.98898,                 1.3752,               0.008251,               0.008251,               0.008251
                     55,                  1.306,                0.93413,                 1.2645,                0.75231,                0.55747,                0.60393,                0.41861,                 1.3197,                0.98632,                 1.3764,               0.008218,               0.008218,               0.008218
                     56,                 1.3043,                0.93382,                  1.262,                0.74831,                 0.5609,                0.60432,                0.41788,                 1.3202,                0.98573,                  1.375,               0.008185,               0.008185,               0.008185
                     57,                 1.2987,                0.92437,                 1.2553,                0.75141,                0.55878,                0.59957,                0.41682,                 1.3181,                0.98259,                  1.372,               0.008152,               0.008152,               0.008152
                     58,                 1.2922,                0.91745,                 1.2587,                0.74965,                0.55966,                0.60075,                0.42015,                 1.3146,                0.98034,                 1.3685,               0.008119,               0.008119,               0.008119
                     59,                 1.2882,                0.91164,                 1.2551,                0.72403,                0.56642,                0.59894,                 0.4232,                 1.3135,                0.97845,                 1.3678,               0.008086,               0.008086,               0.008086
                     60,                 1.2897,                0.90927,                 1.2525,                 0.7592,                0.55705,                0.60118,                0.42438,                 1.3119,                0.97913,                 1.3674,               0.008053,               0.008053,               0.008053
                     61,                  1.282,                0.90051,                 1.2513,                0.78716,                0.54544,                 0.6057,                0.42715,                   1.31,                0.97577,                  1.365,                0.00802,                0.00802,                0.00802
                     62,                 1.2822,                0.89605,                 1.2511,                 0.7988,                0.54558,                0.60541,                0.42892,                 1.3115,                0.97601,                 1.3652,               0.007987,               0.007987,               0.007987
                     63,                 1.2905,                0.90664,                 1.2494,                0.78767,                  0.547,                0.60658,                0.43065,                 1.3102,                0.97288,                 1.3644,               0.007954,               0.007954,               0.007954
                     64,                 1.2792,                0.90161,                 1.2464,                0.78429,                0.54824,                0.61028,                0.43232,                 1.3072,                0.97177,                 1.3622,               0.007921,               0.007921,               0.007921
                     65,                 1.2755,                0.88828,                 1.2354,                0.78437,                0.55034,                0.61144,                0.43368,                 1.3068,                0.97114,                 1.3624,               0.007888,               0.007888,               0.007888
                     66,                 1.2735,                0.89283,                 1.2403,                 0.7572,                0.57048,                0.61341,                  0.437,                 1.3067,                0.96932,                  1.361,               0.007855,               0.007855,               0.007855
                     67,                 1.2779,                0.89782,                 1.2377,                0.75453,                0.57566,                0.61385,                0.43759,                 1.3056,                 0.9686,                 1.3603,               0.007822,               0.007822,               0.007822
                     68,                  1.274,                0.88876,                 1.2336,                0.78375,                0.55716,                0.61431,                0.43352,                 1.3037,                0.96588,                 1.3578,               0.007789,               0.007789,               0.007789
                     69,                 1.2723,                0.88183,                 1.2349,                0.77568,                0.56405,                0.61526,                0.43462,                 1.3041,                0.96387,                 1.3579,               0.007756,               0.007756,               0.007756
                     70,                 1.2765,                0.88872,                 1.2375,                0.78167,                0.56692,                0.61685,                0.44024,                 1.3035,                0.96095,                 1.3569,               0.007723,               0.007723,               0.007723
                     71,                 1.2652,                0.87802,                 1.2224,                0.78184,                0.55924,                0.61783,                0.43952,                 1.3019,                0.95984,                 1.3547,                0.00769,                0.00769,                0.00769
                     72,                  1.264,                 0.8772,                 1.2261,                0.76938,                0.57207,                0.61774,                0.44077,                 1.3017,                0.95845,                 1.3542,               0.007657,               0.007657,               0.007657
                     73,                 1.2653,                 0.8741,                  1.224,                0.76802,                0.57414,                0.61905,                0.44195,                 1.3015,                0.95637,                 1.3543,               0.007624,               0.007624,               0.007624
                     74,                 1.2597,                0.86974,                 1.2205,                0.76816,                0.57504,                0.62012,                0.44354,                  1.301,                0.95519,                 1.3529,               0.007591,               0.007591,               0.007591
                     75,                 1.2591,                0.86444,                 1.2147,                0.76801,                0.57706,                0.62039,                0.44398,                 1.3004,                0.95476,                 1.3518,               0.007558,               0.007558,               0.007558
                     76,                 1.2613,                0.86973,                 1.2223,                0.76832,                0.57716,                0.62175,                0.44424,                 1.2997,                0.95371,                 1.3511,               0.007525,               0.007525,               0.007525
                     77,                 1.2636,                0.87118,                  1.222,                0.76527,                0.57812,                0.62293,                0.44645,                 1.2999,                0.95295,                 1.3514,               0.007492,               0.007492,               0.007492
                     78,                 1.2499,                0.86019,                 1.2098,                0.76621,                0.57826,                0.62404,                0.44756,                 1.2994,                0.95226,                 1.3507,               0.007459,               0.007459,               0.007459
                     79,                 1.2517,                0.85407,                  1.211,                0.76564,                0.57812,                0.62405,                0.44678,                 1.2993,                0.95217,                 1.3507,               0.007426,               0.007426,               0.007426
                     80,                 1.2591,                 0.8566,                 1.2132,                 0.7629,                0.57867,                0.62443,                0.44678,                 1.2968,                0.95065,                 1.3488,               0.007393,               0.007393,               0.007393
                     81,                 1.2456,                0.85163,                 1.2109,                 0.7625,                0.57743,                0.62608,                 0.4481,                  1.295,                0.94897,                 1.3465,                0.00736,                0.00736,                0.00736
                     82,                 1.2505,                0.85562,                 1.2107,                0.76505,                0.57268,                0.62939,                0.44925,                 1.2937,                0.94641,                 1.3455,               0.007327,               0.007327,               0.007327
                     83,                 1.2455,                0.85131,                 1.2046,                0.74105,                0.58518,                0.63042,                0.45051,                 1.2926,                0.94514,                 1.3445,               0.007294,               0.007294,               0.007294
                     84,                 1.2369,                0.83881,                  1.201,                0.74546,                0.58509,                 0.6309,                0.45146,                 1.2913,                0.94468,                 1.3431,               0.007261,               0.007261,               0.007261
                     85,                 1.2329,                0.83805,                 1.2025,                0.74481,                0.59083,                0.63226,                0.45409,                 1.2904,                0.94354,                 1.3421,               0.007228,               0.007228,               0.007228
                     86,                  1.237,                0.83637,                 1.1976,                0.73513,                0.59222,                0.63386,                0.45455,                 1.2912,                0.94348,                 1.3418,               0.007195,               0.007195,               0.007195
                     87,                 1.2404,                0.84502,                 1.2014,                0.73514,                0.59153,                0.63455,                0.45506,                 1.2908,                0.94246,                 1.3411,               0.007162,               0.007162,               0.007162
                     88,                  1.233,                 0.8354,                 1.1948,                0.74271,                0.59041,                 0.6352,                 0.4559,                 1.2902,                0.94133,                 1.3398,               0.007129,               0.007129,               0.007129
                     89,                 1.2306,                0.83489,                 1.1951,                0.74319,                0.59364,                0.63513,                0.45564,                 1.2893,                0.93984,                 1.3391,               0.007096,               0.007096,               0.007096
                     90,                 1.2269,                0.83099,                 1.1947,                0.74281,                0.59364,                0.63667,                0.45691,                 1.2886,                0.93842,                 1.3383,               0.007063,               0.007063,               0.007063
                     91,                 1.2234,                0.82329,                 1.1912,                0.74503,                0.59672,                0.63588,                0.45827,                 1.2879,                0.93668,                 1.3371,                0.00703,                0.00703,                0.00703
                     92,                  1.223,                 0.8254,                 1.1916,                0.74411,                0.59633,                0.63862,                0.45775,                 1.2867,                0.93551,                 1.3359,               0.006997,               0.006997,               0.006997
                     93,                 1.2292,                0.81718,                 1.1879,                0.74595,                0.59616,                0.63863,                0.45811,                 1.2861,                0.93431,                 1.3352,               0.006964,               0.006964,               0.006964
                     94,                 1.2306,                0.82708,                  1.194,                0.74061,                0.59839,                0.63987,                0.45862,                 1.2856,                 0.9338,                 1.3345,               0.006931,               0.006931,               0.006931
                     95,                 1.2193,                0.81934,                 1.1814,                0.81965,                0.55319,                0.64188,                0.46004,                 1.2856,                0.93316,                 1.3343,               0.006898,               0.006898,               0.006898
                     96,                 1.2279,                0.81817,                 1.1866,                 0.8173,                0.55918,                0.64346,                0.46179,                  1.285,                0.93261,                 1.3336,               0.006865,               0.006865,               0.006865
                     97,                 1.2169,                0.81564,                 1.1822,                 0.8178,                   0.56,                0.64408,                0.46294,                 1.2838,                0.93065,                 1.3325,               0.006832,               0.006832,               0.006832
                     98,                 1.2211,                0.81154,                 1.1825,                0.79864,                0.56907,                0.64486,                0.46469,                 1.2829,                0.92929,                 1.3315,               0.006799,               0.006799,               0.006799
                     99,                 1.2158,                 0.8123,                 1.1752,                0.78196,                0.58264,                0.64576,                0.46489,                 1.2819,                0.92893,                 1.3307,               0.006766,               0.006766,               0.006766
                    100,                 1.2131,                0.80771,                 1.1753,                0.79449,                0.57277,                0.64604,                0.46555,                 1.2811,                0.92788,                 1.3299,               0.006733,               0.006733,               0.006733
                    101,                 1.2144,                0.80555,                 1.1764,                0.79742,                0.57551,                0.64624,                0.46582,                   1.28,                0.92688,                 1.3292,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.2098,                 0.8045,                 1.1754,                0.78469,                0.58215,                0.64684,                0.46628,                 1.2793,                0.92636,                 1.3286,               0.006667,               0.006667,               0.006667
                    103,                 1.2116,                0.80131,                 1.1727,                0.78177,                0.58095,                0.64757,                0.46787,                 1.2791,                0.92554,                 1.3285,               0.006634,               0.006634,               0.006634
                    104,                 1.2092,                0.79367,                 1.1703,                0.78543,                0.58337,                 0.6486,                0.46844,                 1.2781,                0.92454,                 1.3275,               0.006601,               0.006601,               0.006601
                    105,                 1.2002,                0.79424,                 1.1716,                0.75587,                0.60563,                0.64956,                0.46903,                 1.2772,                0.92312,                 1.3263,               0.006568,               0.006568,               0.006568
                    106,                 1.2029,                0.79829,                 1.1718,                0.75516,                 0.6049,                 0.6505,                0.46951,                 1.2749,                0.92139,                 1.3238,               0.006535,               0.006535,               0.006535
                    107,                 1.1972,                0.79491,                 1.1659,                0.75489,                0.60597,                0.65086,                0.47056,                  1.274,                0.92049,                 1.3233,               0.006502,               0.006502,               0.006502
                    108,                 1.1964,                0.78568,                 1.1671,                0.75543,                0.60505,                0.65127,                0.47013,                 1.2728,                0.91952,                 1.3223,               0.006469,               0.006469,               0.006469
                    109,                 1.1963,                0.78068,                 1.1654,                0.79828,                0.57978,                0.65123,                0.46957,                 1.2717,                0.91818,                 1.3212,               0.006436,               0.006436,               0.006436
                    110,                 1.1964,                0.78478,                 1.1631,                0.76645,                  0.597,                0.65211,                0.47037,                 1.2703,                0.91663,                   1.32,               0.006403,               0.006403,               0.006403
                    111,                 1.1932,                0.78265,                 1.1613,                0.77282,                0.59658,                0.65242,                0.47077,                 1.2692,                0.91683,                 1.3188,                0.00637,                0.00637,                0.00637
                    112,                   1.19,                0.78234,                 1.1603,                0.78014,                0.60137,                0.65394,                0.47185,                 1.2688,                 0.9157,                  1.318,               0.006337,               0.006337,               0.006337
                    113,                 1.1928,                0.78947,                 1.1632,                0.77977,                0.60327,                0.65469,                0.47217,                  1.268,                0.91577,                 1.3168,               0.006304,               0.006304,               0.006304
                    114,                 1.1844,                0.77801,                 1.1554,                0.77964,                0.60505,                0.65513,                0.47296,                 1.2679,                0.91508,                 1.3162,               0.006271,               0.006271,               0.006271
                    115,                 1.1901,                0.78315,                 1.1648,                0.76958,                0.60626,                0.65522,                0.47312,                 1.2679,                0.91457,                 1.3159,               0.006238,               0.006238,               0.006238
                    116,                 1.1846,                0.77506,                 1.1589,                0.76991,                0.60552,                0.65611,                0.47452,                 1.2677,                0.91482,                 1.3153,               0.006205,               0.006205,               0.006205
                    117,                 1.1783,                 0.7734,                 1.1556,                0.77172,                0.60488,                0.65624,                0.47488,                 1.2675,                0.91365,                 1.3145,               0.006172,               0.006172,               0.006172
                    118,                 1.1884,                0.77555,                  1.156,                 0.7754,                0.60384,                0.65661,                0.47512,                 1.2664,                0.91283,                 1.3134,               0.006139,               0.006139,               0.006139
                    119,                 1.1771,                0.76595,                  1.152,                0.77621,                0.60345,                0.65729,                 0.4753,                 1.2655,                0.91158,                 1.3124,               0.006106,               0.006106,               0.006106
                    120,                 1.1855,                0.77059,                 1.1524,                0.77548,                0.60375,                0.65767,                0.47475,                 1.2651,                0.91085,                 1.3121,               0.006073,               0.006073,               0.006073
                    121,                 1.1804,                0.77106,                 1.1555,                0.77929,                0.60391,                0.65821,                0.47576,                 1.2641,                0.90998,                 1.3109,                0.00604,                0.00604,                0.00604
                    122,                 1.1737,                0.75986,                 1.1474,                0.77988,                0.60422,                0.65855,                0.47729,                 1.2633,                 0.9096,                   1.31,               0.006007,               0.006007,               0.006007
                    123,                 1.1734,                0.75886,                 1.1493,                0.77901,                0.60678,                0.65927,                0.47676,                 1.2628,                0.90863,                 1.3089,               0.005974,               0.005974,               0.005974
                    124,                 1.1716,                0.76203,                 1.1485,                 0.7876,                0.61371,                0.66042,                0.47874,                 1.2622,                0.90779,                 1.3083,               0.005941,               0.005941,               0.005941
                    125,                 1.1733,                0.76086,                 1.1463,                0.78869,                0.61316,                0.66044,                0.47889,                 1.2614,                0.90723,                  1.307,               0.005908,               0.005908,               0.005908
                    126,                 1.1676,                0.75721,                 1.1406,                 0.7786,                0.60636,                0.66097,                0.47927,                 1.2609,                0.90623,                 1.3062,               0.005875,               0.005875,               0.005875
                    127,                 1.1666,                0.75889,                 1.1446,                0.77645,                0.60609,                0.66218,                 0.4803,                 1.2606,                0.90585,                 1.3055,               0.005842,               0.005842,               0.005842
                    128,                 1.1659,                 0.7606,                 1.1419,                0.86768,                0.56984,                0.66291,                  0.481,                   1.26,                0.90478,                 1.3044,               0.005809,               0.005809,               0.005809
                    129,                 1.1619,                0.75707,                  1.143,                0.78267,                0.60605,                0.66242,                0.48162,                  1.259,                0.90429,                 1.3033,               0.005776,               0.005776,               0.005776
                    130,                 1.1595,                0.75072,                 1.1365,                0.78145,                0.60348,                0.66272,                0.48186,                 1.2582,                0.90341,                 1.3024,               0.005743,               0.005743,               0.005743
                    131,                 1.1648,                0.75458,                 1.1372,                 0.7838,                0.60256,                0.66355,                0.48216,                 1.2577,                0.90283,                 1.3017,                0.00571,                0.00571,                0.00571
                    132,                 1.1604,                0.74836,                 1.1351,                0.78082,                0.60357,                0.66427,                0.48312,                  1.257,                0.90198,                 1.3007,               0.005677,               0.005677,               0.005677
                    133,                 1.1637,                0.75202,                 1.1386,                0.86101,                0.56942,                0.66419,                0.48355,                 1.2562,                0.90186,                    1.3,               0.005644,               0.005644,               0.005644
                    134,                 1.1562,                0.74876,                 1.1361,                0.85908,                0.57023,                0.66408,                0.48467,                 1.2557,                0.90081,                  1.299,               0.005611,               0.005611,               0.005611
                    135,                 1.1512,                0.74141,                 1.1344,                0.85893,                0.57041,                0.66415,                0.48476,                 1.2552,                0.90147,                 1.2982,               0.005578,               0.005578,               0.005578
                    136,                 1.1548,                0.73942,                  1.133,                0.85233,                0.57476,                0.66544,                0.48568,                 1.2546,                0.90122,                 1.2976,               0.005545,               0.005545,               0.005545
                    137,                 1.1596,                0.74778,                 1.1396,                0.84733,                0.58121,                0.66578,                0.48541,                  1.254,                0.90111,                 1.2965,               0.005512,               0.005512,               0.005512
                    138,                  1.153,                0.73839,                 1.1316,                0.84787,                0.58356,                0.66604,                0.48405,                 1.2534,                0.89991,                 1.2956,               0.005479,               0.005479,               0.005479
                    139,                  1.161,                0.74524,                 1.1332,                0.84423,                0.57782,                 0.6668,                0.48389,                 1.2533,                0.89878,                 1.2948,               0.005446,               0.005446,               0.005446
                    140,                  1.142,                0.73448,                 1.1252,                0.85389,                0.58024,                 0.6673,                0.48427,                 1.2522,                0.89771,                 1.2935,               0.005413,               0.005413,               0.005413
                    141,                 1.1527,                0.73643,                 1.1305,                 0.8575,                0.57826,                0.67056,                0.48492,                  1.252,                0.89749,                 1.2928,                0.00538,                0.00538,                0.00538
                    142,                 1.1421,                0.73153,                 1.1285,                0.85862,                 0.5747,                0.66883,                0.48505,                 1.2516,                0.89677,                 1.2918,               0.005347,               0.005347,               0.005347
                    143,                 1.1394,                0.72697,                 1.1222,                0.85524,                0.57511,                 0.6697,                0.48582,                 1.2508,                0.89589,                 1.2906,               0.005314,               0.005314,               0.005314
                    144,                 1.1411,                0.73119,                 1.1254,                0.85422,                0.57539,                0.67128,                0.48637,                 1.2503,                0.89504,                 1.2896,               0.005281,               0.005281,               0.005281
                    145,                 1.1434,                0.73044,                 1.1264,                0.85196,                0.57597,                0.67205,                0.48696,                 1.2501,                 0.8942,                 1.2889,               0.005248,               0.005248,               0.005248
                    146,                  1.141,                0.72773,                 1.1239,                0.85129,                0.57567,                0.67291,                0.48851,                 1.2491,                0.89369,                  1.288,               0.005215,               0.005215,               0.005215
                    147,                 1.1396,                 0.7289,                 1.1212,                0.85115,                0.58002,                0.67288,                0.48861,                 1.2487,                0.89299,                 1.2868,               0.005182,               0.005182,               0.005182
                    148,                 1.1405,                0.72813,                 1.1245,                0.85203,                0.58096,                0.67339,                0.48915,                 1.2477,                0.89198,                 1.2859,               0.005149,               0.005149,               0.005149
                    149,                 1.1358,                 0.7298,                 1.1191,                 0.8521,                0.58074,                0.67465,                0.49096,                 1.2469,                0.89143,                 1.2846,               0.005116,               0.005116,               0.005116
                    150,                 1.1407,                0.72228,                 1.1238,                 0.8517,                0.58104,                0.67524,                0.49059,                 1.2459,                0.89069,                 1.2836,               0.005083,               0.005083,               0.005083
                    151,                 1.1244,                0.71171,                 1.1132,                0.84889,                 0.5837,                0.67523,                0.49056,                 1.2452,                0.89019,                 1.2827,                0.00505,                0.00505,                0.00505
                    152,                 1.1306,                0.71925,                 1.1155,                0.82954,                0.59623,                0.67547,                0.49163,                  1.245,                0.88976,                 1.2826,               0.005017,               0.005017,               0.005017
                    153,                 1.1236,                0.71123,                 1.1168,                 0.8304,                0.59635,                0.67622,                0.49359,                 1.2443,                0.88961,                 1.2811,               0.004984,               0.004984,               0.004984
                    154,                 1.1253,                0.71475,                  1.117,                0.82965,                0.59666,                0.67736,                 0.4936,                 1.2441,                0.89014,                 1.2806,               0.004951,               0.004951,               0.004951
                    155,                 1.1274,                0.71642,                 1.1151,                0.83122,                0.59691,                0.67759,                0.49455,                 1.2431,                0.88989,                 1.2793,               0.004918,               0.004918,               0.004918
                    156,                 1.1294,                 0.7174,                 1.1174,                0.84583,                0.59371,                0.67789,                0.49471,                 1.2426,                   0.89,                 1.2788,               0.004885,               0.004885,               0.004885
                    157,                 1.1292,                0.71625,                 1.1165,                0.82696,                0.60124,                0.67821,                0.49431,                 1.2413,                0.88942,                 1.2772,               0.004852,               0.004852,               0.004852
