                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.1229,                0.71539,                 1.1107,                0.84815,                0.65582,                0.73445,                0.54405,                 1.1624,                0.77105,                 1.2161,               0.004984,               0.004984,               0.004984
                    154,                 1.1316,                0.71557,                 1.1125,                0.84931,                0.65653,                0.73487,                0.54518,                 1.1614,                0.77008,                 1.2149,               0.004951,               0.004951,               0.004951
                    155,                 1.1251,                0.71712,                  1.109,                0.85032,                0.65696,                0.73599,                0.54721,                 1.1612,                0.76961,                 1.2138,               0.004918,               0.004918,               0.004918
                    156,                 1.1271,                0.71246,                  1.109,                0.85322,                0.65422,                0.73681,                0.54843,                 1.1605,                 0.7696,                 1.2131,               0.004885,               0.004885,               0.004885
                    157,                 1.1212,                  0.712,                 1.1049,                0.79045,                0.69196,                0.73694,                0.54885,                 1.1597,                0.76838,                 1.2121,               0.004852,               0.004852,               0.004852
                    158,                 1.1139,                0.70703,                 1.1081,                0.79393,                0.68964,                0.74147,                0.54996,                 1.1586,                0.76728,                 1.2112,               0.004819,               0.004819,               0.004819
                    159,                 1.1248,                0.70727,                 1.1059,                0.79589,                0.69164,                0.74165,                 0.5499,                 1.1576,                0.76589,                 1.2102,               0.004786,               0.004786,               0.004786
                    160,                 1.1251,                0.71122,                  1.111,                0.79586,                0.69037,                0.74294,                0.55063,                  1.157,                0.76429,                 1.2094,               0.004753,               0.004753,               0.004753
                    161,                 1.1186,                0.70948,                 1.1088,                 0.8276,                0.67836,                0.74391,                0.55214,                 1.1558,                0.76303,                 1.2083,                0.00472,                0.00472,                0.00472
                    162,                 1.1192,                0.70363,                 1.1049,                0.82851,                0.68016,                 0.7462,                0.55463,                 1.1548,                0.76291,                 1.2073,               0.004687,               0.004687,               0.004687
                    163,                 1.1149,                0.69992,                 1.1039,                0.82336,                0.68223,                0.74679,                0.55458,                 1.1538,                0.76216,                 1.2063,               0.004654,               0.004654,               0.004654
                    164,                 1.1123,                0.69972,                 1.1025,                0.82126,                 0.6857,                0.74809,                0.55579,                 1.1531,                0.76137,                 1.2055,               0.004621,               0.004621,               0.004621
                    165,                 1.1081,                0.69374,                 1.0964,                0.81986,                 0.6873,                0.74903,                0.55625,                 1.1523,                 0.7602,                 1.2045,               0.004588,               0.004588,               0.004588
                    166,                 1.1046,                0.69277,                 1.0997,                 0.8216,                 0.6847,                0.74977,                0.55764,                 1.1511,                0.75835,                 1.2032,               0.004555,               0.004555,               0.004555
                    167,                 1.1145,                0.69813,                 1.0991,                0.82364,                0.68635,                 0.7501,                0.55826,                 1.1499,                0.75687,                 1.2021,               0.004522,               0.004522,               0.004522
                    168,                  1.106,                0.69241,                 1.0967,                0.82689,                0.68391,                0.75047,                0.55857,                 1.1486,                0.75632,                 1.2012,               0.004489,               0.004489,               0.004489
                    169,                 1.1106,                0.69613,                 1.0962,                0.82717,                 0.6865,                0.75069,                0.55822,                 1.1482,                0.75535,                 1.2006,               0.004456,               0.004456,               0.004456
                    170,                 1.1029,                0.69008,                 1.0978,                0.83777,                 0.6787,                0.75125,                0.55954,                 1.1471,                 0.7538,                 1.1992,               0.004423,               0.004423,               0.004423
                    171,                 1.1029,                 0.6901,                 1.0934,                0.83967,                0.68757,                 0.7524,                0.55977,                  1.146,                0.75251,                  1.198,                0.00439,                0.00439,                0.00439
                    172,                 1.1091,                0.69251,                 1.0935,                0.84083,                0.68636,                0.75304,                0.56119,                 1.1447,                 0.7514,                 1.1968,               0.004357,               0.004357,               0.004357
                    173,                 1.1065,                0.69186,                  1.094,                0.84352,                0.68684,                 0.7541,                0.56257,                 1.1437,                 0.7504,                 1.1958,               0.004324,               0.004324,               0.004324
                    174,                 1.1019,                0.68833,                 1.0901,                0.84377,                0.68678,                0.75452,                0.56151,                  1.143,                0.74937,                 1.1946,               0.004291,               0.004291,               0.004291
                    175,                 1.0903,                 0.6822,                 1.0864,                0.84473,                0.68882,                0.75505,                0.56326,                 1.1415,                0.74862,                 1.1934,               0.004258,               0.004258,               0.004258
                    176,                 1.0949,                0.68119,                  1.084,                0.84354,                0.68884,                0.75584,                0.56339,                 1.1403,                0.74733,                 1.1923,               0.004225,               0.004225,               0.004225
                    177,                 1.0952,                0.67664,                 1.0919,                0.84529,                0.68931,                0.75649,                0.56233,                 1.1394,                0.74716,                 1.1915,               0.004192,               0.004192,               0.004192
                    178,                  1.098,                 0.6852,                 1.0917,                0.84766,                0.68966,                0.75736,                0.56284,                 1.1388,                0.74587,                 1.1907,               0.004159,               0.004159,               0.004159
                    179,                 1.0936,                0.67977,                 1.0868,                0.84936,                0.68926,                0.75899,                0.56455,                 1.1378,                0.74583,                 1.1898,               0.004126,               0.004126,               0.004126
                    180,                 1.0903,                0.67681,                 1.0863,                0.84908,                0.68937,                0.75954,                0.56449,                 1.1369,                0.74448,                 1.1889,               0.004093,               0.004093,               0.004093
                    181,                 1.0927,                0.68033,                 1.0838,                0.84833,                0.68952,                0.75992,                0.56494,                 1.1358,                 0.7432,                 1.1876,                0.00406,                0.00406,                0.00406
                    182,                 1.0864,                 0.6757,                 1.0872,                0.84426,                0.69027,                0.76072,                0.56641,                 1.1345,                0.74232,                 1.1859,               0.004027,               0.004027,               0.004027
                    183,                 1.0847,                0.67239,                 1.0822,                 0.8475,                0.68966,                0.76195,                0.56607,                 1.1337,                0.74127,                 1.1851,               0.003994,               0.003994,               0.003994
                    184,                 1.0832,                0.66843,                 1.0794,                0.85514,                 0.6891,                0.76261,                0.56705,                 1.1332,                0.74096,                 1.1844,               0.003961,               0.003961,               0.003961
                    185,                  1.078,                0.67281,                 1.0807,                0.85521,                 0.6891,                0.76391,                0.56951,                 1.1326,                 0.7398,                 1.1835,               0.003928,               0.003928,               0.003928
                    186,                 1.0847,                0.67003,                  1.084,                 0.8578,                0.68901,                0.76437,                0.57016,                 1.1315,                0.73781,                 1.1824,               0.003895,               0.003895,               0.003895
                    187,                 1.0789,                0.66545,                 1.0777,                0.85867,                0.68912,                0.76475,                0.56947,                 1.1306,                0.73646,                 1.1815,               0.003862,               0.003862,               0.003862
                    188,                 1.0774,                0.66507,                 1.0785,                0.86134,                0.68855,                0.76551,                0.57105,                 1.1293,                0.73537,                 1.1805,               0.003829,               0.003829,               0.003829
                    189,                 1.0775,                0.66765,                  1.076,                0.86194,                0.68862,                 0.7664,                0.57166,                 1.1282,                0.73445,                 1.1796,               0.003796,               0.003796,               0.003796
                    190,                 1.0787,                0.66908,                 1.0779,                0.86222,                0.68882,                0.76724,                0.57252,                 1.1275,                0.73324,                 1.1787,               0.003763,               0.003763,               0.003763
                    191,                 1.0714,                 0.6615,                 1.0704,                0.86191,                0.68921,                0.76769,                0.57319,                 1.1268,                0.73241,                 1.1781,                0.00373,                0.00373,                0.00373
                    192,                 1.0716,                0.66046,                 1.0773,                0.86177,                 0.6898,                0.76819,                0.57337,                 1.1254,                0.73092,                  1.177,               0.003697,               0.003697,               0.003697
                    193,                 1.0647,                0.65523,                 1.0737,                0.86179,                0.68943,                0.76877,                0.57415,                 1.1241,                0.73041,                  1.176,               0.003664,               0.003664,               0.003664
                    194,                 1.0767,                0.66582,                  1.078,                0.85587,                0.70195,                0.76945,                0.57515,                 1.1231,                 0.7291,                 1.1753,               0.003631,               0.003631,               0.003631
                    195,                 1.0698,                0.65781,                 1.0729,                0.85431,                0.70375,                0.76998,                0.57519,                 1.1221,                0.72871,                 1.1744,               0.003598,               0.003598,               0.003598
                    196,                  1.071,                0.66344,                 1.0772,                 0.8537,                0.70392,                0.77065,                0.57623,                 1.1209,                0.72742,                 1.1736,               0.003565,               0.003565,               0.003565
                    197,                 1.0661,                0.65513,                 1.0682,                  0.853,                0.70406,                0.77142,                0.57723,                 1.1195,                0.72664,                 1.1725,               0.003532,               0.003532,               0.003532
                    198,                 1.0678,                0.65446,                 1.0704,                0.85224,                0.70586,                  0.772,                0.57616,                 1.1186,                0.72611,                 1.1715,               0.003499,               0.003499,               0.003499
                    199,                  1.059,                0.64941,                 1.0671,                0.85242,                0.70585,                0.77288,                  0.579,                 1.1177,                0.72553,                 1.1707,               0.003466,               0.003466,               0.003466
                    200,                  1.061,                0.64645,                 1.0661,                0.85286,                0.70602,                0.77414,                0.57804,                 1.1168,                0.72464,                 1.1699,               0.003433,               0.003433,               0.003433
                    201,                  1.063,                0.65127,                 1.0679,                0.85331,                0.70698,                0.77504,                0.57811,                  1.116,                0.72418,                 1.1691,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0538,                0.64491,                  1.065,                0.85392,                0.70813,                0.77576,                0.57922,                  1.115,                0.72397,                 1.1682,               0.003367,               0.003367,               0.003367
                    203,                 1.0588,                0.64535,                 1.0655,                0.85072,                0.70973,                0.77667,                0.57947,                 1.1142,                 0.7225,                 1.1675,               0.003334,               0.003334,               0.003334
                    204,                 1.0537,                0.64325,                 1.0654,                0.85089,                0.70905,                0.77733,                0.57928,                 1.1134,                0.72126,                 1.1668,               0.003301,               0.003301,               0.003301
                    205,                 1.0595,                 0.6492,                 1.0683,                0.85104,                 0.7089,                0.77797,                0.58029,                 1.1123,                0.72069,                 1.1659,               0.003268,               0.003268,               0.003268
                    206,                 1.0516,                0.63935,                 1.0659,                0.87734,                0.69794,                0.77897,                0.58236,                 1.1115,                0.71871,                 1.1651,               0.003235,               0.003235,               0.003235
                    207,                 1.0494,                0.64217,                 1.0622,                 0.8795,                0.69673,                0.77965,                 0.5828,                 1.1099,                0.71793,                 1.1634,               0.003202,               0.003202,               0.003202
                    208,                 1.0493,                0.64176,                 1.0619,                0.87972,                0.69699,                0.78071,                0.58349,                 1.1085,                0.71672,                 1.1624,               0.003169,               0.003169,               0.003169
                    209,                  1.051,                0.63665,                   1.06,                0.88157,                0.69522,                0.78112,                0.58364,                  1.108,                0.71567,                 1.1615,               0.003136,               0.003136,               0.003136
                    210,                 1.0529,                0.64147,                 1.0641,                0.88197,                0.69543,                 0.7814,                0.58416,                  1.107,                0.71464,                 1.1607,               0.003103,               0.003103,               0.003103
                    211,                 1.0485,                0.63779,                 1.0605,                0.88227,                0.69458,                0.78255,                0.58509,                 1.1061,                0.71388,                 1.1597,                0.00307,                0.00307,                0.00307
                    212,                  1.042,                0.63254,                 1.0577,                0.88269,                0.69571,                0.78339,                0.58576,                 1.1047,                0.71235,                 1.1585,               0.003037,               0.003037,               0.003037
                    213,                   1.04,                0.63042,                 1.0559,                0.87129,                0.70081,                0.78401,                0.58685,                 1.1037,                 0.7112,                 1.1576,               0.003004,               0.003004,               0.003004
                    214,                 1.0445,                0.63416,                 1.0592,                0.87105,                0.70067,                0.78467,                0.58766,                  1.103,                0.71045,                 1.1566,               0.002971,               0.002971,               0.002971
                    215,                 1.0424,                0.63701,                 1.0579,                0.87314,                0.70239,                0.78477,                0.58751,                 1.1019,                0.70981,                 1.1559,               0.002938,               0.002938,               0.002938
                    216,                 1.0395,                0.62924,                  1.052,                0.87578,                0.70119,                0.78566,                0.58841,                 1.1014,                0.70937,                 1.1552,               0.002905,               0.002905,               0.002905
                    217,                 1.0375,                0.62947,                 1.0549,                0.86381,                0.70778,                0.78597,                0.58826,                 1.1004,                0.70831,                 1.1543,               0.002872,               0.002872,               0.002872
                    218,                 1.0383,                0.63064,                 1.0538,                0.86345,                0.70723,                0.78627,                0.58912,                    1.1,                0.70747,                 1.1538,               0.002839,               0.002839,               0.002839
                    219,                 1.0332,                0.62479,                 1.0501,                0.86353,                0.70698,                0.78708,                0.58959,                 1.0999,                0.70708,                 1.1533,               0.002806,               0.002806,               0.002806
                    220,                  1.029,                 0.6204,                 1.0486,                0.87791,                0.70056,                0.78756,                 0.5898,                  1.099,                0.70632,                 1.1524,               0.002773,               0.002773,               0.002773
                    221,                  1.032,                0.62304,                 1.0508,                0.87896,                0.69921,                0.78777,                0.59008,                 1.0981,                0.70563,                 1.1516,                0.00274,                0.00274,                0.00274
                    222,                 1.0298,                0.61902,                 1.0501,                0.87887,                0.69933,                0.78804,                0.59009,                 1.0976,                0.70512,                 1.1509,               0.002707,               0.002707,               0.002707
                    223,                 1.0231,                0.61498,                 1.0473,                0.87932,                0.69875,                0.78849,                0.59127,                 1.0966,                0.70453,                 1.1504,               0.002674,               0.002674,               0.002674
                    224,                 1.0263,                0.61865,                 1.0464,                0.89189,                0.69387,                0.78945,                0.59255,                 1.0953,                0.70396,                 1.1493,               0.002641,               0.002641,               0.002641
                    225,                 1.0229,                0.61907,                  1.045,                0.89292,                0.69387,                0.78981,                0.59268,                 1.0946,                0.70327,                 1.1485,               0.002608,               0.002608,               0.002608
                    226,                 1.0249,                  0.617,                 1.0463,                0.89503,                 0.6942,                0.79059,                0.59327,                 1.0936,                0.70266,                 1.1475,               0.002575,               0.002575,               0.002575
                    227,                 1.0224,                0.61569,                 1.0442,                0.89604,                0.69429,                0.79104,                0.59434,                 1.0923,                0.70191,                 1.1464,               0.002542,               0.002542,               0.002542
                    228,                  1.017,                0.60943,                 1.0395,                0.89949,                0.69433,                0.79186,                0.59481,                 1.0917,                 0.7005,                 1.1456,               0.002509,               0.002509,               0.002509
                    229,                 1.0094,                0.60477,                 1.0421,                0.91071,                 0.6899,                0.79263,                0.59522,                  1.091,                0.70008,                 1.1446,               0.002476,               0.002476,               0.002476
                    230,                 1.0079,                0.60482,                 1.0406,                0.91172,                0.68946,                 0.7931,                0.59614,                 1.0902,                0.69906,                 1.1439,               0.002443,               0.002443,               0.002443
                    231,                 1.0147,                0.60995,                 1.0419,                0.91462,                 0.6888,                0.79363,                0.59613,                 1.0894,                 0.6983,                  1.143,                0.00241,                0.00241,                0.00241
                    232,                 1.0098,                0.60862,                 1.0424,                0.91493,                0.68815,                0.79433,                0.59728,                 1.0886,                0.69694,                  1.142,               0.002377,               0.002377,               0.002377
                    233,                 1.0088,                0.60969,                 1.0381,                0.91854,                0.69036,                0.79497,                0.59801,                 1.0873,                 0.6957,                  1.141,               0.002344,               0.002344,               0.002344
                    234,                 1.0081,                0.60067,                 1.0373,                0.91645,                0.69073,                0.79589,                0.59922,                 1.0863,                 0.6944,                 1.1399,               0.002311,               0.002311,               0.002311
                    235,                 1.0135,                0.60426,                 1.0407,                0.91378,                 0.6915,                0.79625,                0.60003,                 1.0855,                0.69363,                  1.139,               0.002278,               0.002278,               0.002278
                    236,                 1.0026,                0.59998,                 1.0356,                0.91401,                0.69194,                0.79651,                 0.6004,                 1.0842,                0.69245,                 1.1382,               0.002245,               0.002245,               0.002245
                    237,                0.99864,                0.59726,                 1.0333,                0.90662,                 0.6946,                 0.7973,                0.60167,                 1.0835,                0.69157,                 1.1375,               0.002212,               0.002212,               0.002212
                    238,                0.99681,                0.59507,                 1.0368,                0.88053,                0.71276,                0.79759,                 0.6027,                 1.0825,                0.69046,                 1.1363,               0.002179,               0.002179,               0.002179
                    239,                0.99605,                0.59371,                 1.0286,                0.88091,                0.71443,                0.79773,                 0.6034,                  1.081,                0.68972,                 1.1351,               0.002146,               0.002146,               0.002146
                    240,                 1.0024,                0.59902,                 1.0347,                0.88085,                0.71564,                0.79801,                0.60491,                 1.0804,                0.68937,                 1.1343,               0.002113,               0.002113,               0.002113
                    241,                0.99464,                 0.5913,                 1.0299,                0.88086,                0.71794,                0.79894,                0.60582,                 1.0793,                0.68788,                 1.1333,                0.00208,                0.00208,                0.00208
                    242,                0.99181,                 0.5916,                 1.0292,                0.89111,                0.72048,                 0.7998,                0.60636,                 1.0778,                0.68629,                 1.1322,               0.002047,               0.002047,               0.002047
                    243,                0.99405,                0.58589,                 1.0293,                0.89214,                0.72056,                 0.8004,                 0.6072,                 1.0769,                0.68532,                 1.1314,               0.002014,               0.002014,               0.002014
                    244,                0.98953,                0.58676,                 1.0267,                0.89144,                0.72171,                 0.8007,                0.60887,                 1.0757,                 0.6842,                 1.1303,               0.001981,               0.001981,               0.001981
                    245,                0.99678,                0.59474,                 1.0316,                0.89145,                  0.722,                0.80088,                0.60736,                 1.0747,                0.68287,                 1.1292,               0.001948,               0.001948,               0.001948
                    246,                0.98973,                0.58823,                 1.0234,                0.89133,                0.72447,                 0.8014,                0.60868,                 1.0734,                0.68204,                 1.1281,               0.001915,               0.001915,               0.001915
                    247,                0.98445,                0.58393,                 1.0266,                0.89156,                0.72463,                0.80162,                0.60714,                 1.0724,                0.68048,                 1.1275,               0.001882,               0.001882,               0.001882
                    248,                0.98855,                0.58506,                 1.0271,                0.89212,                 0.7238,                0.80255,                0.60893,                 1.0716,                0.67972,                 1.1267,               0.001849,               0.001849,               0.001849
                    249,                 0.9862,                0.58695,                 1.0256,                0.89208,                0.72377,                0.80293,                0.60977,                 1.0707,                0.67853,                 1.1259,               0.001816,               0.001816,               0.001816
                    250,                0.98931,                0.58456,                 1.0289,                0.89317,                0.72497,                0.80335,                0.60975,                 1.0698,                0.67772,                 1.1252,               0.001783,               0.001783,               0.001783
                    251,                0.98157,                0.58249,                 1.0243,                0.89518,                0.72469,                0.80458,                0.61086,                  1.069,                0.67681,                 1.1245,                0.00175,                0.00175,                0.00175
                    252,                0.98051,                0.57816,                 1.0249,                0.89519,                0.72472,                0.80527,                0.61167,                 1.0679,                0.67575,                 1.1239,               0.001717,               0.001717,               0.001717
                    253,                 0.9791,                0.57298,                 1.0212,                 0.8956,                0.72555,                0.80587,                0.61458,                 1.0669,                0.67527,                 1.1232,               0.001684,               0.001684,               0.001684
                    254,                0.97559,                0.57637,                 1.0194,                0.89609,                0.72583,                0.80641,                0.61531,                 1.0658,                0.67412,                 1.1221,               0.001651,               0.001651,               0.001651
                    255,                0.97878,                0.57819,                 1.0243,                0.89728,                0.72527,                0.80694,                 0.6159,                 1.0648,                0.67259,                 1.1212,               0.001618,               0.001618,               0.001618
                    256,                0.97396,                0.57499,                 1.0188,                0.89686,                0.72606,                0.80695,                0.61583,                 1.0634,                0.67202,                 1.1203,               0.001585,               0.001585,               0.001585
                    257,                0.97236,                0.57824,                 1.0246,                0.89617,                0.72638,                0.80763,                0.61656,                 1.0624,                0.67064,                 1.1197,               0.001552,               0.001552,               0.001552
                    258,                0.97037,                0.56944,                 1.0192,                0.88867,                0.72933,                0.80879,                0.61791,                 1.0611,                 0.6693,                 1.1188,               0.001519,               0.001519,               0.001519
                    259,                0.96527,                 0.5657,                  1.017,                0.89125,                0.72953,                0.80935,                0.61673,                 1.0601,                0.66832,                 1.1177,               0.001486,               0.001486,               0.001486
                    260,                0.96862,                0.56998,                 1.0196,                0.89184,                0.72975,                0.80974,                 0.6168,                  1.058,                0.66698,                 1.1168,               0.001453,               0.001453,               0.001453
                    261,                0.96982,                0.57021,                 1.0152,                0.89316,                0.72968,                0.81054,                0.61707,                 1.0571,                0.66572,                 1.1159,                0.00142,                0.00142,                0.00142
                    262,                0.96569,                0.56394,                 1.0136,                0.89308,                0.72916,                0.81112,                0.61853,                 1.0557,                0.66446,                 1.1149,               0.001387,               0.001387,               0.001387
                    263,                0.96282,                0.56333,                 1.0156,                0.90513,                0.73471,                0.81171,                0.61822,                  1.055,                0.66367,                 1.1141,               0.001354,               0.001354,               0.001354
                    264,                0.95743,                0.55905,                 1.0121,                0.90474,                0.73538,                0.81231,                0.61866,                 1.0538,                0.66224,                 1.1132,               0.001321,               0.001321,               0.001321
                    265,                0.96075,                 0.5632,                 1.0139,                0.90463,                0.73661,                0.81276,                0.61945,                 1.0529,                0.66189,                 1.1125,               0.001288,               0.001288,               0.001288
                    266,                0.95734,                0.56172,                 1.0118,                0.90224,                0.74142,                 0.8136,                0.62018,                 1.0515,                0.66061,                 1.1115,               0.001255,               0.001255,               0.001255
                    267,                0.95543,                0.55689,                 1.0127,                0.90161,                 0.7409,                0.81401,                0.62194,                 1.0499,                0.65923,                 1.1106,               0.001222,               0.001222,               0.001222
                    268,                0.95325,                0.55943,                  1.008,                0.90118,                0.74069,                0.81455,                0.62262,                 1.0487,                0.65858,                 1.1097,               0.001189,               0.001189,               0.001189
                    269,                0.94345,                0.55434,                  1.005,                0.90275,                  0.743,                 0.8151,                0.62292,                 1.0477,                0.65786,                 1.1085,               0.001156,               0.001156,               0.001156
                    270,                0.94976,                0.55601,                   1.01,                 0.9022,                0.74514,                0.81576,                0.62333,                 1.0467,                0.65641,                 1.1079,               0.001123,               0.001123,               0.001123
                    271,                0.94791,                 0.5544,                 1.0084,                0.90085,                0.74365,                0.81694,                0.62382,                 1.0461,                0.65557,                 1.1071,                0.00109,                0.00109,                0.00109
                    272,                0.94361,                0.55373,                 1.0048,                0.90059,                0.74424,                0.81747,                0.62441,                 1.0451,                0.65394,                 1.1063,               0.001057,               0.001057,               0.001057
                    273,                0.94774,                0.55347,                 1.0089,                0.90084,                0.74539,                0.81748,                0.62425,                 1.0442,                0.65272,                 1.1057,               0.001024,               0.001024,               0.001024
                    274,                 0.9417,                0.55017,                 1.0084,                0.90077,                0.74652,                 0.8178,                0.62522,                 1.0431,                0.65209,                 1.1049,               0.000991,               0.000991,               0.000991
                    275,                0.93297,                0.54926,                 1.0036,                0.89956,                0.74717,                0.81831,                0.62611,                 1.0419,                0.65033,                 1.1041,               0.000958,               0.000958,               0.000958
                    276,                0.94141,                0.54894,                 1.0059,                0.90121,                0.74703,                0.81889,                0.62639,                 1.0406,                0.64953,                 1.1033,               0.000925,               0.000925,               0.000925
                    277,                0.93863,                0.54576,                 1.0049,                0.89566,                 0.7477,                0.81966,                0.62707,                 1.0399,                0.64866,                 1.1028,               0.000892,               0.000892,               0.000892
                    278,                0.93678,                 0.5455,                 1.0053,                0.88849,                0.75406,                0.82061,                0.62764,                 1.0386,                0.64779,                  1.102,               0.000859,               0.000859,               0.000859
                    279,                0.93399,                0.54358,                 1.0043,                0.88893,                0.75441,                  0.821,                0.62836,                 1.0376,                0.64652,                 1.1014,               0.000826,               0.000826,               0.000826
                    280,                0.94091,                0.54792,                 1.0065,                0.88856,                0.75418,                 0.8216,                0.62934,                 1.0363,                0.64482,                 1.1005,               0.000793,               0.000793,               0.000793
                    281,                0.93042,                0.54461,                 1.0018,                0.88829,                 0.7559,                0.82196,                0.63001,                 1.0355,                0.64324,                 1.0999,                0.00076,                0.00076,                0.00076
                    282,                 0.9277,                0.53914,                 1.0005,                0.88734,                0.76032,                0.82262,                0.63071,                 1.0344,                 0.6419,                  1.099,               0.000727,               0.000727,               0.000727
                    283,                0.92928,                0.53999,                0.99951,                0.88645,                0.76105,                0.82278,                0.63033,                 1.0334,                0.64049,                 1.0982,               0.000694,               0.000694,               0.000694
                    284,                0.92203,                0.53445,                0.99622,                0.88384,                0.76566,                0.82317,                 0.6315,                 1.0326,                0.63935,                 1.0976,               0.000661,               0.000661,               0.000661
                    285,                0.92482,                 0.5386,                 0.9982,                 0.8758,                0.76824,                0.82356,                0.63042,                 1.0313,                0.63818,                 1.0968,               0.000628,               0.000628,               0.000628
                    286,                0.91569,                0.52912,                0.99479,                0.88129,                 0.7725,                0.82413,                0.63294,                 1.0306,                0.63721,                 1.0963,               0.000595,               0.000595,               0.000595
                    287,                0.92102,                 0.5316,                0.99365,                0.87983,                0.77336,                0.82445,                0.63331,                 1.0297,                0.63646,                 1.0956,               0.000562,               0.000562,               0.000562
                    288,                0.92105,                0.53503,                0.99762,                0.87971,                 0.7737,                 0.8247,                0.63445,                 1.0284,                0.63506,                 1.0948,               0.000529,               0.000529,               0.000529
                    289,                0.91523,                0.52802,                0.99298,                0.88319,                0.77334,                0.82494,                0.63451,                 1.0272,                0.63382,                  1.094,               0.000496,               0.000496,               0.000496
                    290,                0.86745,                0.46624,                0.96248,                0.88158,                0.77499,                0.82583,                0.63321,                 1.0265,                0.63312,                 1.0934,               0.000463,               0.000463,               0.000463
                    291,                 0.8555,                0.45537,                0.96175,                0.88283,                0.77501,                0.82596,                0.63509,                 1.0255,                0.63186,                 1.0929,                0.00043,                0.00043,                0.00043
                    292,                0.85014,                0.45076,                0.95815,                0.88548,                0.77597,                0.82661,                0.63526,                 1.0246,                0.63037,                 1.0921,               0.000397,               0.000397,               0.000397
                    293,                0.84477,                0.44766,                0.95991,                0.88535,                0.77698,                0.82693,                0.63631,                 1.0236,                0.62951,                 1.0916,               0.000364,               0.000364,               0.000364
                    294,                0.84251,                0.44705,                0.95631,                0.88604,                 0.7764,                0.82736,                0.63587,                 1.0228,                0.62818,                  1.091,               0.000331,               0.000331,               0.000331
                    295,                0.83721,                0.44392,                 0.9545,                0.88656,                0.77621,                0.82781,                0.63682,                 1.0223,                0.62688,                 1.0906,               0.000298,               0.000298,               0.000298
                    296,                0.83611,                0.44075,                  0.951,                0.88744,                0.77632,                0.82863,                0.63688,                 1.0213,                0.62607,                 1.0898,               0.000265,               0.000265,               0.000265
                    297,                0.83358,                0.43819,                0.95214,                0.88789,                0.77652,                0.82928,                0.63748,                 1.0208,                  0.625,                 1.0896,               0.000232,               0.000232,               0.000232
                    298,                0.82995,                0.43934,                0.95092,                0.88913,                0.77618,                0.82977,                0.63755,                 1.0194,                0.62422,                  1.089,               0.000199,               0.000199,               0.000199
                    299,                0.82423,                0.43585,                0.95034,                0.88869,                0.77717,                0.83039,                0.63891,                 1.0186,                0.62321,                 1.0885,               0.000166,               0.000166,               0.000166
